range qualification: PASS g1c_sites=7 thin_memo_success_sites=2 instruction_overlap=0
probe_sha256=1d3fa0eebb4de19ff003ace38721d80d71bd94653f8ea3801c0f29ca9581f9b8
bands=sub1us,1to2p5,2p5to20
rows sorted by aggregate dynamic count
pc target=atom_closure address=0x10007b4e8 offset=67572 total=   3 sub1us=1 1to2p5=1 2p5to20=1 | ldr x8, [x20, #0x150]
pc target=atom_closure address=0x10007c550 offset=71772 total=   3 sub1us=1 1to2p5=2 2p5to20=0 | ldr x8, [x20, #0x28]
pc target=piece        address=0x100059224 offset= 1284 total=   3 sub1us=0 1to2p5=3 2p5to20=0 | ldr x11, [x20, #0x178]
pc target=piece        address=0x100059260 offset= 1344 total=   3 sub1us=0 1to2p5=1 2p5to20=2 | ldr x1, [x20, #0x2f8]
pc target=piece        address=0x1000599d4 offset= 3252 total=   3 sub1us=2 1to2p5=1 2p5to20=0 | ldrb w8, [x20, #0x504]
pc target=piece        address=0x100059b40 offset= 3616 total=   3 sub1us=2 1to2p5=0 2p5to20=1 | ldr x8, [x20, #0x2a0]
pc target=piece        address=0x10005aad4 offset= 7604 total=   3 sub1us=0 1to2p5=2 2p5to20=1 | ldr x8, [x20, #0x258]
pc target=piece        address=0x10005caa4 offset=15748 total=   3 sub1us=2 1to2p5=0 2p5to20=1 | ldr x1, [x20, #0x288]
pc target=piece        address=0x10005cf24 offset=16900 total=   3 sub1us=3 1to2p5=0 2p5to20=0 | ldr x24, [x20, #0x10]
pc target=piece        address=0x10005d6e4 offset=18884 total=   3 sub1us=1 1to2p5=0 2p5to20=2 | ldr x8, [x20, #0x10]
pc target=piece        address=0x10005df44 offset=21028 total=   3 sub1us=0 1to2p5=0 2p5to20=3 | ldr x8, [x20, #0x2a0]
pc target=piece        address=0x10005ee64 offset=24900 total=   3 sub1us=1 1to2p5=1 2p5to20=1 | str x19, [x20, #0x498]
pc target=atom_closure address=0x10006ad5c offset=  104 total=   2 sub1us=0 1to2p5=0 2p5to20=2 | ldr x14, [x20, #0x2a0]
pc target=atom_closure address=0x10006ad6c offset=  120 total=   2 sub1us=0 1to2p5=2 2p5to20=0 | ldr x8, [x20, #0xd8]
pc target=atom_closure address=0x10006ad7c offset=  136 total=   2 sub1us=0 1to2p5=1 2p5to20=1 | ldr x12, [x20, #0x198]
pc target=atom_closure address=0x10006ae44 offset=  336 total=   2 sub1us=1 1to2p5=1 2p5to20=0 | str x22, [x20, #0x498]
pc target=atom_closure address=0x10006ae4c offset=  344 total=   2 sub1us=0 1to2p5=2 2p5to20=0 | ldr x25, [x20, #0x10]
pc target=atom_closure address=0x10006ae50 offset=  348 total=   2 sub1us=1 1to2p5=1 2p5to20=0 | ldr x14, [x20, #0x270]
pc target=atom_closure address=0x10006b500 offset= 2060 total=   2 sub1us=0 1to2p5=0 2p5to20=2 | ldr x8, [x20, #0x2f0]
pc target=atom_closure address=0x10006b6bc offset= 2504 total=   2 sub1us=0 1to2p5=1 2p5to20=1 | ldr x10, [x20, #0x108]
pc target=atom_closure address=0x10006b6e8 offset= 2548 total=   2 sub1us=0 1to2p5=0 2p5to20=2 | ldrb w8, [x20, #0x504]
pc target=atom_closure address=0x10006c104 offset= 5136 total=   2 sub1us=0 1to2p5=0 2p5to20=2 | ldrb w8, [x20, #0x504]
pc target=atom_closure address=0x10006c6cc offset= 6616 total=   2 sub1us=0 1to2p5=0 2p5to20=2 | ldr x8, [x20, #0x4e0]
pc target=atom_closure address=0x10006c7c0 offset= 6860 total=   2 sub1us=0 1to2p5=2 2p5to20=0 | ldr x10, [x20, #0x2f8]
pc target=atom_closure address=0x10006de08 offset=12564 total=   2 sub1us=1 1to2p5=0 2p5to20=1 | ldr x9, [x20, #0x258]
pc target=atom_closure address=0x10006de88 offset=12692 total=   2 sub1us=0 1to2p5=1 2p5to20=1 | ldr x10, [x20, #0x108]
pc target=atom_closure address=0x10006e0a8 offset=13236 total=   2 sub1us=1 1to2p5=0 2p5to20=1 | ldr x24, [x20, #0x2a0]
pc target=atom_closure address=0x10006e760 offset=14956 total=   2 sub1us=1 1to2p5=0 2p5to20=1 | ldr x24, [x20, #0x10]
pc target=atom_closure address=0x10006e7a0 offset=15020 total=   2 sub1us=1 1to2p5=1 2p5to20=0 | ldrb w8, [x20, #0x504]
pc target=atom_closure address=0x10006ea50 offset=15708 total=   2 sub1us=1 1to2p5=1 2p5to20=0 | ldr x8, [x20, #0x10]
pc target=atom_closure address=0x10006ede4 offset=16624 total=   2 sub1us=2 1to2p5=0 2p5to20=0 | ldr x9, [x20, #0xf0]
pc target=atom_closure address=0x10006ef18 offset=16932 total=   2 sub1us=2 1to2p5=0 2p5to20=0 | ldr x9, [x20, #0xf0]
pc target=atom_closure address=0x10006efac offset=17080 total=   2 sub1us=1 1to2p5=1 2p5to20=0 | ldr x13, [x20, #0x270]
pc target=atom_closure address=0x10006f0b0 offset=17340 total=   2 sub1us=1 1to2p5=1 2p5to20=0 | ldr x8, [x20, #0x4e0]
pc target=atom_closure address=0x10006f3b4 offset=18112 total=   2 sub1us=0 1to2p5=0 2p5to20=2 | ldr x21, [x20, #0x270]
pc target=atom_closure address=0x10006f3c0 offset=18124 total=   2 sub1us=0 1to2p5=1 2p5to20=1 | ldr x13, [x20, #0x150]
pc target=atom_closure address=0x10006f4a0 offset=18348 total=   2 sub1us=1 1to2p5=1 2p5to20=0 | ldr x8, [x20, #0x4e0]
pc target=atom_closure address=0x10006f4b0 offset=18364 total=   2 sub1us=0 1to2p5=1 2p5to20=1 | ldrb w8, [x20, #0x504]
pc target=atom_closure address=0x10006fbd4 offset=20192 total=   2 sub1us=0 1to2p5=1 2p5to20=1 | ldr x8, [x20, #0x498]
pc target=atom_closure address=0x1000701f0 offset=21756 total=   2 sub1us=1 1to2p5=0 2p5to20=1 | ldr x9, [x20, #0x2f0]
pc target=atom_closure address=0x10007038c offset=22168 total=   2 sub1us=0 1to2p5=2 2p5to20=0 | ldr x8, [x20, #0x288]
pc target=atom_closure address=0x100070398 offset=22180 total=   2 sub1us=2 1to2p5=0 2p5to20=0 | ldr x8, [x20, #0x10]
pc target=atom_closure address=0x1000703a8 offset=22196 total=   2 sub1us=0 1to2p5=2 2p5to20=0 | ldr x9, [x20, #0xf0]
pc target=atom_closure address=0x1000703c8 offset=22228 total=   2 sub1us=0 1to2p5=2 2p5to20=0 | ldr x12, [x20, #0x258]
pc target=atom_closure address=0x1000704f8 offset=22532 total=   2 sub1us=0 1to2p5=0 2p5to20=2 | ldr x19, [x20, #0x10]
pc target=atom_closure address=0x100070d28 offset=24628 total=   2 sub1us=1 1to2p5=1 2p5to20=0 | ldr x8, [x20, #0x270]
pc target=atom_closure address=0x1000715f8 offset=26884 total=   2 sub1us=0 1to2p5=0 2p5to20=2 | ldr x8, [x20, #0x150]
pc target=atom_closure address=0x1000717e4 offset=27376 total=   2 sub1us=1 1to2p5=0 2p5to20=1 | ldr x8, [x20, #0x270]
pc target=atom_closure address=0x100071f1c offset=29224 total=   2 sub1us=0 1to2p5=1 2p5to20=1 | ldr x8, [x20, #0x28]
pc target=atom_closure address=0x100071f30 offset=29244 total=   2 sub1us=0 1to2p5=1 2p5to20=1 | ldr x8, [x20, #0x258]
pc target=atom_closure address=0x100073e90 offset=37276 total=   2 sub1us=0 1to2p5=0 2p5to20=2 | ldr x8, [x20, #0x4e0]
pc target=atom_closure address=0x100074498 offset=38820 total=   2 sub1us=0 1to2p5=1 2p5to20=1 | ldr x8, [x20, #0x490]
pc target=atom_closure address=0x100074f60 offset=41580 total=   2 sub1us=0 1to2p5=1 2p5to20=1 | ldr x8, [x20, #0x270]
pc target=atom_closure address=0x100074fb8 offset=41668 total=   2 sub1us=0 1to2p5=1 2p5to20=1 | ldr x8, [x20, #0x258]
pc target=atom_closure address=0x100075e1c offset=45352 total=   2 sub1us=1 1to2p5=1 2p5to20=0 | ldr x8, [x20, #0x28]
pc target=atom_closure address=0x100076b40 offset=48716 total=   2 sub1us=0 1to2p5=2 2p5to20=0 | ldrb w8, [x20, #0x504]
pc target=atom_closure address=0x10007a000 offset=62220 total=   2 sub1us=0 1to2p5=0 2p5to20=2 | ldr x21, [x20, #0x270]
pc target=atom_closure address=0x10007a028 offset=62260 total=   2 sub1us=0 1to2p5=0 2p5to20=2 | ldr x28, [x20, #0x258]
pc target=atom_closure address=0x10007a1dc offset=62696 total=   2 sub1us=0 1to2p5=1 2p5to20=1 | ldr x9, [x20, #0x478]
pc target=atom_closure address=0x10007a50c offset=63512 total=   2 sub1us=0 1to2p5=1 2p5to20=1 | ldr x25, [x20, #0x498]
pc target=atom_closure address=0x10007a54c offset=63576 total=   2 sub1us=0 1to2p5=0 2p5to20=2 | str x9, [x20, #0x288]
pc target=atom_closure address=0x10007a55c offset=63592 total=   2 sub1us=1 1to2p5=1 2p5to20=0 | ldr x23, [x20, #0x150]
pc target=atom_closure address=0x10007a698 offset=63908 total=   2 sub1us=1 1to2p5=1 2p5to20=0 | ldr x8, [x20, #0x4e0]
pc target=atom_closure address=0x10007a8a0 offset=64428 total=   2 sub1us=1 1to2p5=1 2p5to20=0 | ldr x10, [x20, #0x2f8]
pc target=atom_closure address=0x10007aa28 offset=64820 total=   2 sub1us=1 1to2p5=0 2p5to20=1 | ldrb w8, [x20, #0x504]
pc target=atom_closure address=0x10007b03c offset=66376 total=   2 sub1us=1 1to2p5=0 2p5to20=1 | ldr x8, [x20, #0x258]
pc target=atom_closure address=0x10007b524 offset=67632 total=   2 sub1us=2 1to2p5=0 2p5to20=0 | ldrb w8, [x20, #0x504]
pc target=atom_closure address=0x10007c528 offset=71732 total=   2 sub1us=0 1to2p5=2 2p5to20=0 | ldr x8, [x20, #0x10]
pc target=piece        address=0x10005927c offset= 1372 total=   2 sub1us=0 1to2p5=1 2p5to20=1 | ldr x13, [x20, #0x2f0]
pc target=piece        address=0x10005940c offset= 1772 total=   2 sub1us=2 1to2p5=0 2p5to20=0 | ldr x26, [x20, #0x498]
pc target=piece        address=0x10005a23c offset= 5404 total=   2 sub1us=1 1to2p5=1 2p5to20=0 | ldr x9, [x20, #0x2f0]
pc target=piece        address=0x10005a628 offset= 6408 total=   2 sub1us=1 1to2p5=1 2p5to20=0 | ldr x8, [x20, #0x10]
pc target=piece        address=0x10005bc28 offset=12040 total=   2 sub1us=2 1to2p5=0 2p5to20=0 | ldrb w8, [x20, #0x504]
pc target=piece        address=0x10005bf14 offset=12788 total=   2 sub1us=1 1to2p5=1 2p5to20=0 | ldr x8, [x20, #0x258]
pc target=piece        address=0x10005bfac offset=12940 total=   2 sub1us=0 1to2p5=2 2p5to20=0 | ldr x11, [x20, #0x120]
pc target=piece        address=0x10005c0a0 offset=13184 total=   2 sub1us=1 1to2p5=0 2p5to20=1 | ldr x9, [x20, #0x20]
pc target=piece        address=0x10005c4b0 offset=14224 total=   2 sub1us=1 1to2p5=0 2p5to20=1 | ldr x8, [x20, #0x2a0]
pc target=piece        address=0x10005c4b8 offset=14232 total=   2 sub1us=0 1to2p5=1 2p5to20=1 | ldr x23, [x20, #0x10]
pc target=piece        address=0x10005c624 offset=14596 total=   2 sub1us=0 1to2p5=2 2p5to20=0 | ldr x27, [x20, #0x288]
pc target=piece        address=0x10005c66c offset=14668 total=   2 sub1us=0 1to2p5=0 2p5to20=2 | ldr x8, [x20, #0x2f0]
pc target=piece        address=0x10005c6ac offset=14732 total=   2 sub1us=1 1to2p5=1 2p5to20=0 | ldr x8, [x20, #0x2a0]
pc target=piece        address=0x10005c6c0 offset=14752 total=   2 sub1us=0 1to2p5=2 2p5to20=0 | ldr x19, [x20, #0x270]
pc target=piece        address=0x10005c8d4 offset=15284 total=   2 sub1us=2 1to2p5=0 2p5to20=0 | ldr x8, [x20, #0x10]
pc target=piece        address=0x10005c8f8 offset=15320 total=   2 sub1us=1 1to2p5=1 2p5to20=0 | ldr x8, [x20, #0x28]
pc target=piece        address=0x10005c918 offset=15352 total=   2 sub1us=2 1to2p5=0 2p5to20=0 | ldr x8, [x20, #0x258]
pc target=piece        address=0x10005cf2c offset=16908 total=   2 sub1us=0 1to2p5=0 2p5to20=2 | ldr x8, [x20, #0xd8]
pc target=piece        address=0x10005cf50 offset=16944 total=   2 sub1us=2 1to2p5=0 2p5to20=0 | ldr x23, [x20, #0x258]
pc target=piece        address=0x10005e948 offset=23592 total=   2 sub1us=1 1to2p5=1 2p5to20=0 | ldr x8, [x20, #0x28]
pc target=piece        address=0x10005eb00 offset=24032 total=   2 sub1us=1 1to2p5=0 2p5to20=1 | ldr x8, [x20, #0x270]
pc target=piece        address=0x10005eb10 offset=24048 total=   2 sub1us=0 1to2p5=0 2p5to20=2 | ldr x8, [x20, #0x10]
pc target=piece        address=0x10005ebb8 offset=24216 total=   2 sub1us=1 1to2p5=1 2p5to20=0 | ldrb w8, [x20, #0x504]
pc target=piece        address=0x10005ee1c offset=24828 total=   2 sub1us=0 1to2p5=1 2p5to20=1 | str x8, [x20, #0x288]
pc target=atom_closure address=0x10006ad80 offset=  140 total=   1 sub1us=0 1to2p5=1 2p5to20=0 | ldr x11, [x20, #0x178]
pc target=atom_closure address=0x10006adc4 offset=  208 total=   1 sub1us=0 1to2p5=1 2p5to20=0 | ldr x13, [x20, #0x2f0]
pc target=atom_closure address=0x10006b20c offset= 1304 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldrb w8, [x20, #0x504]
pc target=atom_closure address=0x10006bb64 offset= 3696 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x9, [x20, #0x2f8]
pc target=atom_closure address=0x10006be94 offset= 4512 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldrb w8, [x20, #0x504]
pc target=atom_closure address=0x10006c034 offset= 4928 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldrb w8, [x20, #0x504]
pc target=atom_closure address=0x10006c09c offset= 5032 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldrb w8, [x20, #0x504]
pc target=atom_closure address=0x10006c5e8 offset= 6388 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | str x22, [x20, #0x498]
pc target=atom_closure address=0x10006c5fc offset= 6408 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x25, [x20, #0x270]
pc target=atom_closure address=0x10006c604 offset= 6416 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | ldr x9, [x20, #0xf0]
pc target=atom_closure address=0x10006c608 offset= 6420 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x26, [x20, #0x150]
pc target=atom_closure address=0x10006c6dc offset= 6632 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldrb w8, [x20, #0x504]
pc target=atom_closure address=0x10006c87c offset= 7048 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x24, [x20, #0x288]
pc target=atom_closure address=0x10006cd58 offset= 8292 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldrb w8, [x20, #0x504]
pc target=atom_closure address=0x10006d058 offset= 9060 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | ldr x1, [x20, #0x2f8]
pc target=atom_closure address=0x10006d334 offset= 9792 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x9, [x20, #0x2f0]
pc target=atom_closure address=0x10006de4c offset=12632 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x8, [x20, #0x248]
pc target=atom_closure address=0x10006de7c offset=12680 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x8, [x20, #0xd8]
pc target=atom_closure address=0x10006de80 offset=12684 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x9, [x20, #0xf0]
pc target=atom_closure address=0x10006de84 offset=12688 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | ldr x23, [x20, #0x150]
pc target=atom_closure address=0x10006e1fc offset=13576 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | ldrb w8, [x20, #0x504]
pc target=atom_closure address=0x10006e34c offset=13912 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | ldr x10, [x20, #0x2f0]
pc target=atom_closure address=0x10006e754 offset=14944 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | ldr x8, [x20, #0x288]
pc target=atom_closure address=0x10006e948 offset=15444 total=   1 sub1us=0 1to2p5=1 2p5to20=0 | ldr x24, [x20, #0x288]
pc target=atom_closure address=0x10006e98c offset=15512 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | ldr x24, [x20, #0x2a0]
pc target=atom_closure address=0x10006eaa0 offset=15788 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | ldr x8, [x20, #0x150]
pc target=atom_closure address=0x10006edc8 offset=16596 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x9, [x20, #0x288]
pc target=atom_closure address=0x10006ee00 offset=16652 total=   1 sub1us=0 1to2p5=1 2p5to20=0 | ldr x11, [x20, #0x120]
pc target=atom_closure address=0x10006eec0 offset=16844 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x24, [x20, #0x498]
pc target=atom_closure address=0x10006efa4 offset=17072 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x13, [x20, #0x10]
pc target=atom_closure address=0x10006efb4 offset=17088 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x13, [x20, #0x178]
pc target=atom_closure address=0x10006f208 offset=17684 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x9, [x20, #0x2f0]
pc target=atom_closure address=0x10006f340 offset=17996 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | ldr x9, [x20, #0x258]
pc target=atom_closure address=0x10006f3b0 offset=18108 total=   1 sub1us=0 1to2p5=1 2p5to20=0 | ldr x26, [x20, #0x10]
pc target=atom_closure address=0x10006f3b8 offset=18116 total=   1 sub1us=0 1to2p5=1 2p5to20=0 | ldr x8, [x20, #0xd8]
pc target=atom_closure address=0x10006f3bc offset=18120 total=   1 sub1us=0 1to2p5=1 2p5to20=0 | ldr x9, [x20, #0xf0]
pc target=atom_closure address=0x10006f538 offset=18500 total=   1 sub1us=0 1to2p5=1 2p5to20=0 | str x21, [x20, #0x288]
pc target=atom_closure address=0x10006f6f8 offset=18948 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | str x24, [x20, #0x498]
pc target=atom_closure address=0x10006f714 offset=18976 total=   1 sub1us=0 1to2p5=1 2p5to20=0 | ldr x13, [x20, #0x150]
pc target=atom_closure address=0x10006f9d4 offset=19680 total=   1 sub1us=0 1to2p5=1 2p5to20=0 | ldr x9, [x20, #0x258]
pc target=atom_closure address=0x10006fbdc offset=20200 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x2, [x20, #0x2f8]
pc target=atom_closure address=0x10006fd58 offset=20580 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | ldrb w8, [x20, #0x504]
pc target=atom_closure address=0x100070098 offset=21412 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | ldrb w8, [x20, #0x504]
pc target=atom_closure address=0x10007032c offset=22072 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | ldr x9, [x20, #0x258]
pc target=atom_closure address=0x1000703a4 offset=22192 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | ldr x8, [x20, #0xd8]
pc target=atom_closure address=0x10007047c offset=22408 total=   1 sub1us=0 1to2p5=1 2p5to20=0 | ldr x8, [x20, #0x4e0]
pc target=atom_closure address=0x10007048c offset=22424 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | ldr x8, [x20, #0x28]
pc target=atom_closure address=0x100070618 offset=22820 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x9, [x20, #0x250]
pc target=atom_closure address=0x100070624 offset=22832 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x8, [x20, #0x2a0]
pc target=atom_closure address=0x1000706a8 offset=22964 total=   1 sub1us=0 1to2p5=1 2p5to20=0 | str x8, [x20, #0x28]
pc target=atom_closure address=0x1000709c4 offset=23760 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x8, [x20, #0x2f8]
pc target=atom_closure address=0x100070b4c offset=24152 total=   1 sub1us=0 1to2p5=1 2p5to20=0 | ldr x8, [x20, #0x2f8]
pc target=atom_closure address=0x100071074 offset=25472 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x24, [x20, #0x288]
pc target=atom_closure address=0x1000715dc offset=26856 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x8, [x20, #0x28]
pc target=atom_closure address=0x1000717f8 offset=27396 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x8, [x20, #0x10]
pc target=atom_closure address=0x100071c2c offset=28472 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x9, [x20, #0x2a0]
pc target=atom_closure address=0x100072314 offset=30240 total=   1 sub1us=0 1to2p5=1 2p5to20=0 | ldr x8, [x20, #0x10]
pc target=atom_closure address=0x100072368 offset=30324 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x8, [x20, #0x258]
pc target=atom_closure address=0x100072504 offset=30736 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x10, [x20, #0x2f0]
pc target=atom_closure address=0x1000728c0 offset=31692 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | ldr x13, [x20, #0x150]
pc target=atom_closure address=0x100072904 offset=31760 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | ldrb w8, [x20, #0x504]
pc target=atom_closure address=0x100072a1c offset=32040 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | ldr x8, [x20, #0x280]
pc target=atom_closure address=0x100072f38 offset=33348 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x9, [x20, #0x4e0]
pc target=atom_closure address=0x1000737fc offset=35592 total=   1 sub1us=0 1to2p5=1 2p5to20=0 | ldr x9, [x20, #0xf0]
pc target=atom_closure address=0x100073bd0 offset=36572 total=   1 sub1us=0 1to2p5=1 2p5to20=0 | ldr x10, [x20, #0x4e0]
pc target=atom_closure address=0x100073d30 offset=36924 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x9, [x20, #0x258]
pc target=atom_closure address=0x100073d94 offset=37024 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | ldr x8, [x20, #0x288]
pc target=atom_closure address=0x100073f4c offset=37464 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x10, [x20, #0x108]
pc target=atom_closure address=0x100073f8c offset=37528 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | ldr x9, [x20, #0x2f8]
pc target=atom_closure address=0x1000740d0 offset=37852 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | ldr x23, [x20, #0x2f8]
pc target=atom_closure address=0x100074168 offset=38004 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x8, [x20, #0x2f8]
pc target=atom_closure address=0x100074250 offset=38236 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | ldr x8, [x20, #0x150]
pc target=atom_closure address=0x1000742bc offset=38344 total=   1 sub1us=0 1to2p5=1 2p5to20=0 | ldr x19, [x20, #0x150]
pc target=atom_closure address=0x1000742c8 offset=38356 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x12, [x20, #0x178]
pc target=atom_closure address=0x100074470 offset=38780 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x8, [x20, #0x10]
pc target=atom_closure address=0x10007462c offset=39224 total=   1 sub1us=0 1to2p5=1 2p5to20=0 | ldr x8, [x20, #0x270]
pc target=atom_closure address=0x10007463c offset=39240 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x8, [x20, #0x10]
pc target=atom_closure address=0x100074a70 offset=40316 total=   1 sub1us=0 1to2p5=1 2p5to20=0 | ldr x8, [x20, #0x28]
pc target=atom_closure address=0x100074f5c offset=41576 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | str x8, [x20, #0x498]
pc target=atom_closure address=0x100074f70 offset=41596 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | ldr x8, [x20, #0x10]
pc target=atom_closure address=0x100075e0c offset=45336 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x8, [x20, #0x10]
pc target=atom_closure address=0x100075e2c offset=45368 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | ldr x8, [x20, #0x258]
pc target=atom_closure address=0x100076098 offset=45988 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | ldr x8, [x20, #0x28]
pc target=atom_closure address=0x1000766fc offset=47624 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | ldr x8, [x20, #0x258]
pc target=atom_closure address=0x100076c20 offset=48940 total=   1 sub1us=0 1to2p5=1 2p5to20=0 | ldr x22, [x20, #0x288]
pc target=atom_closure address=0x100077630 offset=51516 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | ldr x8, [x20, #0x270]
pc target=atom_closure address=0x100077e64 offset=53616 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x19, [x20, #0x2a0]
pc target=atom_closure address=0x100079fe4 offset=62192 total=   1 sub1us=0 1to2p5=1 2p5to20=0 | str x22, [x20, #0x498]
pc target=atom_closure address=0x100079ff0 offset=62204 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x8, [x20, #0x2a0]
pc target=atom_closure address=0x100079ffc offset=62216 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x27, [x20, #0x10]
pc target=atom_closure address=0x10007a0e8 offset=62452 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x8, [x20, #0x4e0]
pc target=atom_closure address=0x10007a474 offset=63360 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x8, [x20, #0x250]
pc target=atom_closure address=0x10007a4f0 offset=63484 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x8, [x20, #0x20]
pc target=atom_closure address=0x10007a550 offset=63580 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x22, [x20, #0x2a0]
pc target=atom_closure address=0x10007a558 offset=63588 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x9, [x20, #0xf0]
pc target=atom_closure address=0x10007a5b0 offset=63676 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | ldr x13, [x20, #0x2f0]
pc target=atom_closure address=0x10007a600 offset=63756 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | ldrb w8, [x20, #0x504]
pc target=atom_closure address=0x10007a740 offset=64076 total=   1 sub1us=0 1to2p5=1 2p5to20=0 | ldr x8, [x20, #0x2f0]
pc target=atom_closure address=0x10007a9e4 offset=64752 total=   1 sub1us=0 1to2p5=1 2p5to20=0 | ldr x9, [x20, #0xf0]
pc target=atom_closure address=0x10007afd4 offset=66272 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x21, [x20, #0x250]
pc target=atom_closure address=0x10007afd8 offset=66276 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x22, [x20, #0x288]
pc target=atom_closure address=0x10007afe4 offset=66288 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | ldr x8, [x20, #0x2a0]
pc target=atom_closure address=0x10007b480 offset=67468 total=   1 sub1us=1 1to2p5=0 2p5to20=0 | ldr x8, [x20, #0x10]
pc target=atom_closure address=0x10007b4dc offset=67560 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x8, [x20, #0x258]
pc target=atom_closure address=0x10007b9bc offset=68808 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldr x0, [x20, #0x298]
pc target=atom_closure address=0x10007c260 offset=71020 total=   1 sub1us=0 1to2p5=0 2p5to20=1 | ldrb w8, [x20, #0x504]
