rule	status	fired_file_count	satisfiable_under
input_identifier	covered	149	sv_2017,sv_2023,verilog_2005
input_port_identifier	covered	189	sv_2017,sv_2023,verilog_2005
input_terminal	covered	535	sv_2017,sv_2023,verilog_2005
inside_expression	covered	44	sv_2017,sv_2023
inside_expression_sv_2017	covered	44	sv_2017
inside_expression_sv_2023	na_profile	0	sv_2023
inst_clause	covered	5	sv_2017,sv_2023,verilog_2005
inst_name	covered	5	sv_2017,sv_2023,verilog_2005
instance_identifier	covered	2220	sv_2017,sv_2023,verilog_2005
instance_or_class_scope	GAP	0	sv_2017,sv_2023,verilog_2005
integer_atom_type	covered	3301	sv_2017,sv_2023,verilog_2005
integer_atom_type_sv_only	covered	2250	sv_2017,sv_2023
integer_covergroup_expression	GAP	0	sv_2017,sv_2023
integer_covergroup_expression_sv_2017	GAP	0	sv_2017
integer_covergroup_expression_sv_2023	na_profile	0	sv_2023
integer_type	covered	56	sv_2017,sv_2023,verilog_2005
integer_vector_type	covered	5097	sv_2017,sv_2023,verilog_2005
integer_vector_type_sv_only	covered	2595	sv_2017,sv_2023
integral_number	covered	7438	sv_2017,sv_2023,verilog_2005
interconnect_net_declaration_sv_only	covered	8	sv_2017,sv_2023
interface_ansi_header	covered	405	sv_2017,sv_2023,verilog_2005
interface_class_declaration	covered	53	sv_2017,sv_2023
interface_class_item	covered	42	sv_2017,sv_2023,verilog_2005
interface_class_method	covered	40	sv_2017,sv_2023
interface_class_type	covered	44	sv_2017,sv_2023,verilog_2005
interface_class_type_head	covered	44	sv_2017,sv_2023,verilog_2005
interface_declaration	covered	407	sv_2017,sv_2023
interface_declaration_sv_2017	covered	407	sv_2017
interface_declaration_sv_2023	na_profile	0	sv_2023
interface_identifier	covered	2360	sv_2017,sv_2023,verilog_2005
interface_identifier_decl	covered	189	sv_2017,sv_2023,verilog_2005
interface_instance_identifier	covered	12	sv_2017
interface_instance_identifier_sv_2017	covered	12	sv_2017
interface_instantiation	covered	2120	sv_2017,sv_2023,verilog_2005
interface_item	covered	69	sv_2017,sv_2023,verilog_2005
interface_nonansi_header	covered	75	sv_2017,sv_2023,verilog_2005
interface_or_generate_item	covered	871	sv_2017,sv_2023,verilog_2005
interface_port_declaration	covered	189	sv_2017,sv_2023,verilog_2005
interface_port_header	covered	199	sv_2017,sv_2023
interface_port_identifier	na_profile	0	sv_2023
interface_port_identifier_sv_2023	na_profile	0	sv_2023
join_keyword	covered	211	sv_2017,sv_2023,verilog_2005
jump_statement	covered	498	sv_2017,sv_2023
known_unscoped_base_class_type_identifier	covered	199	sv_2017,sv_2023,verilog_2005
known_unscoped_base_class_type_parameter_identifier	covered	9	sv_2017,sv_2023,verilog_2005
known_unscoped_block_class_type	covered	777	sv_2017,sv_2023,verilog_2005
known_unscoped_block_covergroup_identifier	covered	3	sv_2017,sv_2023,verilog_2005
known_unscoped_block_type_identifier	covered	326	sv_2017,sv_2023,verilog_2005
known_unscoped_checker_identifier	covered	4	sv_2017,sv_2023,verilog_2005
known_unscoped_class_scope_class_identifier	covered	550	sv_2017,sv_2023,verilog_2005
known_unscoped_class_scope_interface_class_identifier	covered	10	sv_2017,sv_2023,verilog_2005
known_unscoped_class_scope_type_parameter_identifier	covered	2	sv_2017,sv_2023,verilog_2005
known_unscoped_class_scoped_call_class_identifier	covered	63	sv_2017,sv_2023,verilog_2005
known_unscoped_class_scoped_call_interface_class_identifier	GAP	0	sv_2017,sv_2023,verilog_2005
known_unscoped_class_scoped_call_type_parameter_identifier	covered	7	sv_2017,sv_2023,verilog_2005
known_unscoped_covergroup_type_identifier	covered	23	sv_2017,sv_2023,verilog_2005
known_unscoped_data_type_identifier	covered	1286	sv_2017,sv_2023,verilog_2005
known_unscoped_interface_class_type_identifier	covered	42	sv_2017,sv_2023,verilog_2005
known_unscoped_let_identifier	covered	11	sv_2017,sv_2023,verilog_2005
known_unscoped_parameter_identifier	covered	1072	sv_2017,sv_2023,verilog_2005
known_unscoped_property_identifier	covered	17	sv_2017,sv_2023,verilog_2005
known_unscoped_sequence_identifier	covered	24	sv_2017,sv_2023,verilog_2005
kw_B_ae4f281d	GAP	0	sv_2017,sv_2023,verilog_2005
kw_F_e69f20e9	GAP	0	sv_2017,sv_2023,verilog_2005
kw_N_b51a6073	GAP	0	sv_2017,sv_2023,verilog_2005
kw_PATHPULSE_dollar_e0f78dc5	GAP	0	sv_2017,sv_2023,verilog_2005
kw_PATHPULSE_dollar_specify_input_terminal_descriptor_dollar_specify_output_terminal_descriptor_b3eb892a	GAP	0	sv_2017,sv_2023,verilog_2005
kw_P_511993d3	GAP	0	sv_2017,sv_2023,verilog_2005
kw_R_06576556	GAP	0	sv_2017,sv_2023,verilog_2005
kw_X_c032adc1	covered	1	sv_2017,sv_2023,verilog_2005
kw_Z_909f99a7	GAP	0	sv_2017,sv_2023,verilog_2005
kw_accept_on_2aee6cd4	covered	4	sv_2017,sv_2023,verilog_2005
kw_alias_cdb6fdbe	covered	14	sv_2017,sv_2023,verilog_2005
kw_always_6656018a	covered	1333	sv_2017,sv_2023,verilog_2005
kw_always_comb_a1f2a86b	covered	293	sv_2017,sv_2023,verilog_2005
kw_always_ff_3c7a051e	covered	233	sv_2017,sv_2023,verilog_2005
kw_always_latch_23c99af9	covered	20	sv_2017,sv_2023,verilog_2005
kw_and_cffa50a3	covered	44	sv_2017,sv_2023,verilog_2005
kw_assert_64b5daad	covered	131	sv_2017,sv_2023,verilog_2005
kw_assign_9009b730	covered	1669	sv_2017,sv_2023,verilog_2005
kw_assume_661e458e	covered	10	sv_2017,sv_2023,verilog_2005
kw_automatic_ebe88724	covered	454	sv_2017,sv_2023,verilog_2005
kw_b_e9d71f5e	GAP	0	sv_2017,sv_2023,verilog_2005
kw_before_51de2b83	covered	4	sv_2017,sv_2023,verilog_2005
kw_begin_8cbd0a74	covered	6139	sv_2017,sv_2023,verilog_2005
kw_bind_6bdd4db9	covered	124	sv_2017,sv_2023,verilog_2005
kw_bins_7de92be6	covered	17	sv_2017,sv_2023,verilog_2005
kw_binsof_efb35b22	GAP	0	sv_2017,sv_2023,verilog_2005
kw_bit_026e996a	covered	776	sv_2017,sv_2023,verilog_2005
kw_break_4f9cac8d	covered	27	sv_2017,sv_2023,verilog_2005
kw_buf_cb252062	covered	4	sv_2017,sv_2023,verilog_2005
kw_bufif_8c9c7ee6	GAP	0	sv_2017,sv_2023,verilog_2005
kw_byte_8cf1783f	covered	137	sv_2017,sv_2023,verilog_2005
kw_case_6406510c	covered	305	sv_2017,sv_2023,verilog_2005
kw_casex_b31a7350	covered	19	sv_2017,sv_2023,verilog_2005
kw_casez_b8fbe0e1	covered	29	sv_2017,sv_2023,verilog_2005
kw_cell_5f435eb3	covered	2	sv_2017,sv_2023,verilog_2005
kw_chandle_34401c13	covered	34	sv_2017,sv_2023,verilog_2005
kw_checker_29e5b9a8	covered	19	sv_2017,sv_2023,verilog_2005
kw_class_8d767bf5	covered	892	sv_2017,sv_2023,verilog_2005
kw_class_qualifier_fa08937d	GAP	0	sv_2017,sv_2023,verilog_2005
kw_clocking_4d22041d	covered	115	sv_2017,sv_2023,verilog_2005
kw_cmos_aabe63a7	covered	7	sv_2017,sv_2023,verilog_2005
kw_config_dfba7aad	covered	11	sv_2017,sv_2023,verilog_2005
kw_const_b42f3f6f	covered	49	sv_2017,sv_2023,verilog_2005
kw_constraint_9f454fd4	covered	122	sv_2017,sv_2023,verilog_2005
kw_context_ec2727b3	covered	30	sv_2017,sv_2023,verilog_2005
kw_continue_eee0bbba	covered	15	sv_2017,sv_2023,verilog_2005
kw_cover_a28100fa	covered	22	sv_2017,sv_2023,verilog_2005
kw_covergroup_80dfc68d	covered	49	sv_2017,sv_2023,verilog_2005
kw_coverpoint_fc1cae9d	covered	43	sv_2017,sv_2023,verilog_2005
kw_cross_ac4280ba	covered	8	sv_2017,sv_2023,verilog_2005
kw_deassign_1af170b4	covered	20	sv_2017,sv_2023,verilog_2005
kw_default_7505d64a	covered	326	sv_2017,sv_2023,verilog_2005
kw_defparam_83d3c70e	covered	53	sv_2017,sv_2023,verilog_2005
kw_design_056f1182	covered	11	sv_2017,sv_2023,verilog_2005
kw_disable_ccf09e2d	covered	105	sv_2017,sv_2023,verilog_2005
kw_dist_02450072	covered	2	sv_2017,sv_2023,verilog_2005
kw_do_eadcd9bd	covered	24	sv_2017,sv_2023,verilog_2005
kw_dollar	covered	286	sv_2017,sv_2023,verilog_2005
kw_edge_a0f2c69a	covered	17	sv_2017,sv_2023,verilog_2005
kw_else_ae050f5b	covered	1486	sv_2017,sv_2023,verilog_2005
kw_end_7a92f3d2	covered	6139	sv_2017,sv_2023,verilog_2005
kw_endcase_a27a6786	covered	347	sv_2017,sv_2023,verilog_2005
kw_endchecker_cd5c3b65	covered	19	sv_2017,sv_2023,verilog_2005
kw_endclass_b43ac277	covered	889	sv_2017,sv_2023,verilog_2005
kw_endclocking_c1e6d71f	covered	115	sv_2017,sv_2023,verilog_2005
kw_endconfig_3fd27f95	covered	11	sv_2017,sv_2023,verilog_2005
kw_endfunction_84b8f967	covered	1218	sv_2017,sv_2023,verilog_2005
kw_endgenerate_efb1f00a	covered	250	sv_2017,sv_2023,verilog_2005
kw_endgroup_33b6723a	covered	49	sv_2017,sv_2023,verilog_2005
kw_endinterface_ebd6ca35	covered	407	sv_2017,sv_2023,verilog_2005
kw_endmodule_2eb38ec9	covered	8596	sv_2017,sv_2023,verilog_2005
kw_endpackage_4f31e93e	covered	571	sv_2017,sv_2023,verilog_2005
kw_endprimitive_f53f53d4	covered	57	sv_2017,sv_2023,verilog_2005
kw_endprogram_6b609b1f	covered	86	sv_2017,sv_2023,verilog_2005
kw_endproperty_6594321c	covered	24	sv_2017,sv_2023,verilog_2005
kw_endsequence_241830d7	covered	73	sv_2017,sv_2023,verilog_2005
kw_endspecify_4e5c5021	covered	155	sv_2017,sv_2023,verilog_2005
kw_endtable_0b3f3e00	covered	57	sv_2017,sv_2023,verilog_2005
kw_endtask_eb64ab0d	covered	681	sv_2017,sv_2023,verilog_2005
kw_enum_e338e8e3	covered	428	sv_2017,sv_2023,verilog_2005
kw_event_5006ed02	covered	123	sv_2017,sv_2023,verilog_2005
kw_eventually_5865020f	GAP	0	sv_2017,sv_2023,verilog_2005
kw_expect_ff93c451	covered	3	sv_2017,sv_2023,verilog_2005
kw_export_51713409	covered	66	sv_2017,sv_2023,verilog_2005
kw_extends_2b781ff8	covered	227	sv_2017,sv_2023,verilog_2005
kw_extern_bf1ee311	covered	44	sv_2017,sv_2023,verilog_2005
kw_f_4a0a1921	covered	4	sv_2017,sv_2023,verilog_2005
kw_file_path_spec_c26c9dc9	GAP	0	sv_2017,sv_2023,verilog_2005
kw_final_d594c2cc	covered	65	sv_2017,sv_2023,verilog_2005
kw_first_match_2ddb8d09	GAP	0	sv_2017,sv_2023,verilog_2005
kw_for_43eef9a6	covered	952	sv_2017,sv_2023,verilog_2005
kw_force_fafec1e5	covered	89	sv_2017,sv_2023,verilog_2005
kw_foreach_4d3e8614	covered	69	sv_2017,sv_2023,verilog_2005
kw_forever_e07f8c4a	covered	120	sv_2017,sv_2023,verilog_2005
kw_fork_3f673f2a	covered	213	sv_2017,sv_2023,verilog_2005
kw_forkjoin_91d67e81	GAP	0	sv_2017,sv_2023,verilog_2005
kw_fs_3f4bb586	covered	6	sv_2017,sv_2023,verilog_2005
kw_function_c218e39e	covered	1281	sv_2017,sv_2023,verilog_2005
kw_function_declaraton_06b7ed29	GAP	0	sv_2017,sv_2023,verilog_2005
kw_generate_9e59d425	covered	250	sv_2017,sv_2023,verilog_2005
kw_genvar_9cb2eb8a	covered	313	sv_2017,sv_2023,verilog_2005
kw_global_9027cc5a	covered	14	sv_2017,sv_2023,verilog_2005
kw_highz_ed790878	GAP	0	sv_2017,sv_2023,verilog_2005
kw_if_958f57f5	covered	3620	sv_2017,sv_2023,verilog_2005
kw_iff_ee1c009e	covered	23	sv_2017,sv_2023,verilog_2005
kw_ifnone_32ae8180	covered	5	sv_2017,sv_2023,verilog_2005
kw_ignore_bins_c8b3e6e5	covered	3	sv_2017,sv_2023,verilog_2005
kw_illegal_bins_909dfbf3	covered	1	sv_2017,sv_2023,verilog_2005
kw_implements_e133e2cb	covered	35	sv_2017,sv_2023,verilog_2005
kw_import_62fdfbd5	covered	428	sv_2017,sv_2023,verilog_2005
kw_incdir_e08adf20	GAP	0	sv_2017,sv_2023,verilog_2005
kw_include_d3ecb0d8	GAP	0	sv_2017,sv_2023,verilog_2005
kw_initial_8ad7d21c	covered	5623	sv_2017,sv_2023,verilog_2005
kw_inout_c900aaa9	covered	131	sv_2017,sv_2023,verilog_2005
kw_input_140f86aa	covered	2823	sv_2017,sv_2023,verilog_2005
kw_inside_fcc53788	covered	50	sv_2017,sv_2023,verilog_2005
kw_instance_c3bec6bc	covered	5	sv_2017,sv_2023,verilog_2005
kw_int_46f8ab7c	covered	2178	sv_2017,sv_2023,verilog_2005
kw_integer_1178cafb	covered	1170	sv_2017,sv_2023,verilog_2005
kw_interconnect_c8ec83f5	covered	8	sv_2017,sv_2023,verilog_2005
kw_interface_5ea2d81a	covered	464	sv_2017,sv_2023,verilog_2005
kw_intersect_6c96caaf	covered	3	sv_2017,sv_2023,verilog_2005
kw_join_any_24358a7a	covered	36	sv_2017,sv_2023,verilog_2005
kw_join_c455b38e	covered	124	sv_2017,sv_2023,verilog_2005
kw_join_none_4454a7a6	covered	83	sv_2017,sv_2023,verilog_2005
kw_large_5296d5cc	covered	9	sv_2017,sv_2023,verilog_2005
kw_let_0262f9bb	covered	15	sv_2017,sv_2023,verilog_2005
kw_liblist_4851fe70	covered	6	sv_2017,sv_2023,verilog_2005
kw_library_00299a40	GAP	0	sv_2017,sv_2023,verilog_2005
kw_local_939bb46a	covered	22	sv_2017,sv_2023,verilog_2005
kw_localparam_7829ee69	covered	765	sv_2017,sv_2023,verilog_2005
kw_logic_2c684987	covered	2094	sv_2017,sv_2023,verilog_2005
kw_longint_30bcfc87	covered	34	sv_2017,sv_2023,verilog_2005
kw_macromodule_df04b866	covered	4	sv_2017,sv_2023,verilog_2005
kw_matches_9f3e9242	covered	10	sv_2017,sv_2023,verilog_2005
kw_medium_20af4186	covered	2	sv_2017,sv_2023,verilog_2005
kw_modport_1cf85849	covered	114	sv_2017,sv_2023,verilog_2005
kw_module_fbd34a2b	covered	8595	sv_2017,sv_2023,verilog_2005
kw_ms_26cc3217	covered	7	sv_2017,sv_2023,verilog_2005
kw_n_01_ddfe1633	GAP	0	sv_2017,sv_2023,verilog_2005
kw_n_0_b6589fc6	covered	80	sv_2017,sv_2023,verilog_2005
kw_n_10_b1d57811	GAP	0	sv_2017,sv_2023,verilog_2005
kw_n_1_356a192b	covered	57	sv_2017,sv_2023,verilog_2005
kw_n_1_tick_B0_720c4a9c	GAP	0	sv_2017,sv_2023,verilog_2005
kw_n_1_tick_B1_afad66cc	GAP	0	sv_2017,sv_2023,verilog_2005
kw_n_1_tick_BX_874bf116	GAP	0	sv_2017,sv_2023,verilog_2005
kw_n_1_tick_Bx_0a99de19	GAP	0	sv_2017,sv_2023,verilog_2005
kw_n_1_tick_b0_cc597d72	covered	2	sv_2017,sv_2023,verilog_2005
kw_n_1_tick_b1_a5c2b78e	covered	4	sv_2017,sv_2023,verilog_2005
kw_n_1_tick_bX_70a6d618	GAP	0	sv_2017,sv_2023,verilog_2005
kw_n_1_tick_bx_ab9cb068	GAP	0	sv_2017,sv_2023,verilog_2005
kw_n_1step_e6d37e7c	covered	9	sv_2017,sv_2023,verilog_2005
kw_n_29_7719a1c7	GAP	0	sv_2017,sv_2023,verilog_2005
kw_n_2_da4b9237	GAP	0	sv_2017,sv_2023,verilog_2005
kw_n_43_0286dd55	GAP	0	sv_2017,sv_2023,verilog_2005
kw_n_48_64e095fe	GAP	0	sv_2017,sv_2023,verilog_2005
kw_n_d1854cae	covered	5	sv_2017,sv_2023,verilog_2005
kw_nand_c8a98832	covered	19	sv_2017,sv_2023,verilog_2005
kw_negedge_c77fbc5c	covered	272	sv_2017,sv_2023,verilog_2005
kw_nettype_27d30cf3	covered	8	sv_2017,sv_2023,verilog_2005
kw_new_c2a6b03f	covered	643	sv_2017,sv_2023,verilog_2005
kw_nexttime_b0f658f8	covered	1	sv_2017,sv_2023,verilog_2005
kw_nmos_0c967e00	covered	15	sv_2017,sv_2023,verilog_2005
kw_nor_19d0495c	covered	5	sv_2017,sv_2023,verilog_2005
kw_noshowcancelled_1d50d807	GAP	0	sv_2017,sv_2023,verilog_2005
kw_not_557f2555	covered	8	sv_2017,sv_2023,verilog_2005
kw_notif_8743f903	GAP	0	sv_2017,sv_2023,verilog_2005
kw_ns_7320d5b7	covered	57	sv_2017,sv_2023,verilog_2005
kw_null_2be88ca4	covered	4	sv_2017,sv_2023,verilog_2005
kw_option_14eb14ec	covered	13	sv_2017,sv_2023,verilog_2005
kw_or_1758356d	covered	325	sv_2017,sv_2023,verilog_2005
kw_output_1029d676	covered	1900	sv_2017,sv_2023,verilog_2005
kw_p_516b9783	covered	7	sv_2017,sv_2023,verilog_2005
kw_package_582681c2	covered	571	sv_2017,sv_2023,verilog_2005
kw_packed_7aca22de	covered	441	sv_2017,sv_2023,verilog_2005
kw_parameter_b75381f0	covered	1493	sv_2017,sv_2023,verilog_2005
kw_pmos_f3d8bd5d	covered	15	sv_2017,sv_2023,verilog_2005
kw_posedge_7529558b	covered	1242	sv_2017,sv_2023,verilog_2005
kw_primitive_9756bf34	covered	57	sv_2017,sv_2023,verilog_2005
kw_priority_3345867e	covered	6	sv_2017,sv_2023,verilog_2005
kw_program_81d9aeea	covered	86	sv_2017,sv_2023,verilog_2005
kw_property_269fe373	covered	97	sv_2017,sv_2023,verilog_2005
kw_protected_964cab4b	covered	17	sv_2017,sv_2023,verilog_2005
kw_ps_c67f1ee1	covered	33	sv_2017,sv_2023,verilog_2005
kw_pull_c872d556	GAP	0	sv_2017,sv_2023,verilog_2005
kw_pulldown_20560243	covered	14	sv_2017,sv_2023,verilog_2005
kw_pullup_f7402b53	covered	16	sv_2017,sv_2023,verilog_2005
kw_pulsestyle_ondetect_90d0b4fa	covered	4	sv_2017,sv_2023,verilog_2005
kw_pulsestyle_onevent_11e408b6	GAP	0	sv_2017,sv_2023,verilog_2005
kw_pure_afe003f1	covered	71	sv_2017,sv_2023,verilog_2005
kw_r_4dc7c9ec	covered	7	sv_2017,sv_2023,verilog_2005
kw_rand_52400560	covered	157	sv_2017,sv_2023,verilog_2005
kw_randc_c870e2bc	covered	11	sv_2017,sv_2023,verilog_2005
kw_randcase_89bbd045	covered	6	sv_2017,sv_2023,verilog_2005
kw_randomize_e3b19624	covered	91	sv_2017,sv_2023,verilog_2005
kw_randsequence_8b92cf8f	covered	31	sv_2017,sv_2023,verilog_2005
kw_rcmos_ae4a7a0a	covered	2	sv_2017,sv_2023,verilog_2005
kw_real_c9c64e07	covered	328	sv_2017,sv_2023,verilog_2005
kw_realtime_91c462ed	covered	26	sv_2017,sv_2023,verilog_2005
kw_ref_69449f99	covered	28	sv_2017,sv_2023,verilog_2005
kw_reg_e06b9586	covered	2631	sv_2017,sv_2023,verilog_2005
kw_reject_on_a3b3068d	covered	3	sv_2017,sv_2023,verilog_2005
kw_release_01f561ac	covered	60	sv_2017,sv_2023,verilog_2005
kw_repeat_c0ac4842	covered	162	sv_2017,sv_2023,verilog_2005
kw_restrict_ee1e5b88	GAP	0	sv_2017,sv_2023,verilog_2005
kw_return_63143b6f	covered	477	sv_2017,sv_2023,verilog_2005
kw_rnmos_de1c9510	covered	6	sv_2017,sv_2023,verilog_2005
kw_rpmos_7cd80934	covered	6	sv_2017,sv_2023,verilog_2005
kw_rtran_edbf7838	covered	2	sv_2017,sv_2023,verilog_2005
kw_rtranif_75c812fc	GAP	0	sv_2017,sv_2023,verilog_2005
kw_s_a0f1490a	covered	12	sv_2017,sv_2023,verilog_2005
kw_s_always_0f9aa900	GAP	0	sv_2017,sv_2023,verilog_2005
kw_s_eventually_86207140	covered	6	sv_2017,sv_2023,verilog_2005
kw_s_nexttime_373d0bd1	covered	1	sv_2017,sv_2023,verilog_2005
kw_s_until_073539cf	covered	2	sv_2017,sv_2023,verilog_2005
kw_s_until_with_3a7bcf5b	covered	2	sv_2017,sv_2023,verilog_2005
kw_sample_8151325d	covered	7	sv_2017,sv_2023,verilog_2005
kw_scalared_92ab459c	covered	1	sv_2017,sv_2023,verilog_2005
kw_sequence_92504616	covered	43	sv_2017,sv_2023,verilog_2005
kw_shortint_131a0f0d	covered	66	sv_2017,sv_2023,verilog_2005
kw_shortreal_99d69111	covered	14	sv_2017,sv_2023,verilog_2005
kw_showcancelled_ac9a7408	covered	5	sv_2017,sv_2023,verilog_2005
kw_signed_07235a80	covered	271	sv_2017,sv_2023,verilog_2005
kw_small_89f6229a	covered	7	sv_2017,sv_2023,verilog_2005
kw_soft_eb74f2cb	covered	12	sv_2017,sv_2023,verilog_2005
kw_solve_f544e4c9	covered	4	sv_2017,sv_2023,verilog_2005
kw_specify_ade6a05c	covered	155	sv_2017,sv_2023,verilog_2005
kw_specparam_54af7813	covered	50	sv_2017,sv_2023,verilog_2005
kw_static_a381562a	covered	170	sv_2017,sv_2023,verilog_2005
kw_std_55ec981f	covered	1	sv_2017,sv_2023,verilog_2005
kw_string_ecb25204	covered	348	sv_2017,sv_2023,verilog_2005
kw_strong_0117691d	covered	1	sv_2017,sv_2023,verilog_2005
kw_struct_d118e5a3	covered	531	sv_2017,sv_2023,verilog_2005
kw_super_8451ba8a	covered	59	sv_2017,sv_2023,verilog_2005
kw_supply_076df715	GAP	0	sv_2017,sv_2023,verilog_2005
kw_sv_dollar_04da59ec	covered	1159	sv_2017,sv_2023,verilog_2005
kw_sv_dollar_error_d304cf0a	covered	12	sv_2017,sv_2023,verilog_2005
kw_sv_dollar_fatal_ecc3c9fd	covered	3	sv_2017,sv_2023,verilog_2005
kw_sv_dollar_fullskew_1e1514b3	covered	2	sv_2017,sv_2023,verilog_2005
kw_sv_dollar_hold_0cf8df90	covered	6	sv_2017,sv_2023,verilog_2005
kw_sv_dollar_info_d116cb1c	covered	9	sv_2017,sv_2023,verilog_2005
kw_sv_dollar_nochange_872771bf	covered	2	sv_2017,sv_2023,verilog_2005
kw_sv_dollar_period_87a9c33e	covered	2	sv_2017,sv_2023,verilog_2005
kw_sv_dollar_recovery_585fc30a	covered	4	sv_2017,sv_2023,verilog_2005
kw_sv_dollar_recrem_fc40cd26	covered	2	sv_2017,sv_2023,verilog_2005
kw_sv_dollar_removal_7a979d46	covered	2	sv_2017,sv_2023,verilog_2005
kw_sv_dollar_root_f65f0e67	covered	2	sv_2017,sv_2023,verilog_2005
kw_sv_dollar_setup_b58bdaae	covered	20	sv_2017,sv_2023,verilog_2005
kw_sv_dollar_setuphold_25a075ac	covered	17	sv_2017,sv_2023,verilog_2005
kw_sv_dollar_skew_1ae5c1e4	GAP	0	sv_2017,sv_2023,verilog_2005
kw_sv_dollar_timeskew_6d763f0a	covered	2	sv_2017,sv_2023,verilog_2005
kw_sv_dollar_unit_1d99223f	covered	4	sv_2017,sv_2023,verilog_2005
kw_sv_dollar_warning_22a41474	covered	3	sv_2017,sv_2023,verilog_2005
kw_sv_dollar_width_72b04d27	covered	5	sv_2017,sv_2023,verilog_2005
kw_sync_accept_on_b65eda53	GAP	0	sv_2017,sv_2023,verilog_2005
kw_sync_reject_on_1f0c8923	GAP	0	sv_2017,sv_2023,verilog_2005
kw_table_c3ee137d	covered	57	sv_2017,sv_2023,verilog_2005
kw_tagged_8e1ec218	covered	21	sv_2017,sv_2023,verilog_2005
kw_task_7fbb727d	covered	691	sv_2017,sv_2023,verilog_2005
kw_this_c2543fff	covered	54	sv_2017,sv_2023,verilog_2005
kw_throughout_330dbf47	covered	2	sv_2017,sv_2023,verilog_2005
kw_tick_B0_f33e35dd	GAP	0	sv_2017,sv_2023,verilog_2005
kw_tick_B1_230dd583	GAP	0	sv_2017,sv_2023,verilog_2005
kw_tick_b0_624cb09b	GAP	0	sv_2017,sv_2023,verilog_2005
kw_tick_b1_1c5be368	GAP	0	sv_2017,sv_2023,verilog_2005
kw_time_714eea0f	covered	62	sv_2017,sv_2023,verilog_2005
kw_timeprecision_628f1cfc	covered	25	sv_2017,sv_2023,verilog_2005
kw_timeunit_57f78b2f	covered	37	sv_2017,sv_2023,verilog_2005
kw_token_71b8cf7e	GAP	0	sv_2017,sv_2023,verilog_2005
kw_token_93ac8946	covered	73	sv_2017,sv_2023,verilog_2005
kw_token_9768502a	GAP	0	sv_2017,sv_2023,verilog_2005
kw_tran_8cc27d13	covered	9	sv_2017,sv_2023,verilog_2005
kw_tranif_02d116e0	GAP	0	sv_2017,sv_2023,verilog_2005
kw_tri_54bf01f1	covered	24	sv_2017,sv_2023,verilog_2005
kw_triand_51bca013	covered	1	sv_2017,sv_2023,verilog_2005
kw_trior_56b8b9f0	covered	1	sv_2017,sv_2023,verilog_2005
kw_trireg_f7901823	covered	11	sv_2017,sv_2023,verilog_2005
kw_tx_path_delay_expression_7b2dee37	GAP	0	sv_2017,sv_2023,verilog_2005
kw_type_d0a3e7f8	covered	206	sv_2017,sv_2023,verilog_2005
kw_type_option_730ad061	covered	2	sv_2017,sv_2023,verilog_2005
kw_typedef_6dc2082b	covered	1023	sv_2017,sv_2023,verilog_2005
kw_union_67ad5a07	covered	73	sv_2017,sv_2023,verilog_2005
kw_unique_58037c00	covered	62	sv_2017,sv_2023,verilog_2005
kw_unsigned_9861ca25	covered	290	sv_2017,sv_2023,verilog_2005
kw_until_b310f4d4	covered	1	sv_2017,sv_2023,verilog_2005
kw_until_with_f31dfb3c	covered	1	sv_2017,sv_2023,verilog_2005
kw_untyped_d53be1e8	covered	3	sv_2017,sv_2023,verilog_2005
kw_us_da2b1288	covered	14	sv_2017,sv_2023,verilog_2005
kw_use_04489a12	covered	5	sv_2017,sv_2023,verilog_2005
kw_uwire_9143a634	covered	7	sv_2017,sv_2023,verilog_2005
kw_var_e5b4e786	covered	26	sv_2017,sv_2023,verilog_2005
kw_vectored_53eb166d	covered	1	sv_2017,sv_2023,verilog_2005
kw_virtual_af84d91f	covered	198	sv_2017,sv_2023,verilog_2005
kw_void_e9cede9b	covered	319	sv_2017,sv_2023,verilog_2005
kw_wait_daaad336	covered	72	sv_2017,sv_2023,verilog_2005
kw_wait_order_e1b7850a	covered	3	sv_2017,sv_2023,verilog_2005
kw_wand_4be59aff	covered	9	sv_2017,sv_2023,verilog_2005
kw_weak_1ded3053	GAP	0	sv_2017,sv_2023,verilog_2005
kw_while_6517f89c	covered	94	sv_2017,sv_2023,verilog_2005
kw_wildcard_08654ea6	GAP	0	sv_2017,sv_2023,verilog_2005
kw_wire_6e1c6849	covered	1692	sv_2017,sv_2023,verilog_2005
kw_with_8fcd25a3	covered	67	sv_2017,sv_2023,verilog_2005
kw_within_f42ef621	covered	2	sv_2017,sv_2023,verilog_2005
kw_wor_ff9e40da	covered	7	sv_2017,sv_2023,verilog_2005
kw_x_11f6ad8e	covered	19	sv_2017,sv_2023,verilog_2005
kw_xnor_ab48bc67	covered	10	sv_2017,sv_2023,verilog_2005
kw_xor_f1922a23	covered	33	sv_2017,sv_2023,verilog_2005
kw_z_395df8f7	GAP	0	sv_2017,sv_2023,verilog_2005
lbrace	covered	2000	sv_2017,sv_2023,verilog_2005
lbrack	covered	4768	sv_2017,sv_2023,verilog_2005
less_equal	covered	1143	sv_2017,sv_2023,verilog_2005
less_than	covered	1217	sv_2017,sv_2023,verilog_2005
let_actual_arg	covered	62	sv_2017,sv_2023,verilog_2005
let_declaration	covered	15	sv_2017,sv_2023
let_expression	covered	343	sv_2017,sv_2023,verilog_2005
