rule	status	fired_file_count	satisfiable_under
let_formal_type	covered	9	sv_2017,sv_2023,verilog_2005
let_identifier	covered	347	sv_2017,sv_2023,verilog_2005
let_list_of_arguments	covered	107	sv_2017,sv_2023,verilog_2005
let_named_arg	covered	4	sv_2017,sv_2023,verilog_2005
let_port_item	covered	9	sv_2017,sv_2023,verilog_2005
let_port_list	covered	9	sv_2017,sv_2023,verilog_2005
level_input_list	covered	57	sv_2017,sv_2023,verilog_2005
level_symbol	covered	57	sv_2017,sv_2023,verilog_2005
liblist_clause	covered	6	sv_2017,sv_2023,verilog_2005
library_declaration	GAP	0	sv_2017,sv_2023,verilog_2005
library_description	GAP	0	sv_2017,sv_2023,verilog_2005
library_identifier	covered	9	sv_2017,sv_2023,verilog_2005
library_text	GAP	0	sv_2017,sv_2023,verilog_2005
lifetime	covered	508	sv_2017,sv_2023,verilog_2005
limit_value	GAP	0	sv_2017,sv_2023,verilog_2005
line_comment	covered	7470	sv_2017,sv_2023,verilog_2005
list_of_arguments	covered	5726	sv_2017,sv_2023,verilog_2005
list_of_arguments_mixed	covered	12	sv_2017,sv_2023,verilog_2005
list_of_arguments_mixed_head	covered	12	sv_2017,sv_2023,verilog_2005
list_of_arguments_named	covered	41	sv_2017,sv_2023,verilog_2005
list_of_arguments_ordered	covered	5726	sv_2017,sv_2023,verilog_2005
list_of_checker_port_connections	covered	4	sv_2017,sv_2023,verilog_2005
list_of_clocking_decl_assign	covered	74	sv_2017,sv_2023,verilog_2005
list_of_cross_items	covered	8	sv_2017,sv_2023,verilog_2005
list_of_defparam_assignments	covered	53	sv_2017,sv_2023,verilog_2005
list_of_genvar_identifiers	covered	173	sv_2017,sv_2023,verilog_2005
list_of_interface_identifiers	covered	189	sv_2017,sv_2023,verilog_2005
list_of_net_assignments	covered	1615	sv_2017,sv_2023,verilog_2005
list_of_net_decl_assignments	covered	1610	sv_2017,sv_2023,verilog_2005
list_of_param_assignments	covered	1955	sv_2017,sv_2023,verilog_2005
list_of_parameter_assignments	covered	782	sv_2017,verilog_2005
list_of_parameter_assignments_sv_2017	covered	782	sv_2017,verilog_2005
list_of_parameter_value_assignments	na_profile	0	sv_2023
list_of_parameter_value_assignments_sv_2023	na_profile	0	sv_2023
list_of_path_delay_expressions	covered	112	sv_2017,sv_2023,verilog_2005
list_of_path_inputs	covered	28	sv_2017,sv_2023,verilog_2005
list_of_path_outputs	covered	33	sv_2017,sv_2023,verilog_2005
list_of_port_connections	covered	2120	sv_2017,sv_2023,verilog_2005
list_of_port_declarations	covered	3517	sv_2017,sv_2023,verilog_2005
list_of_port_identifiers	covered	795	sv_2017,sv_2023,verilog_2005
list_of_ports	covered	2451	sv_2017,sv_2023,verilog_2005
list_of_specparam_assignments	covered	50	sv_2017,sv_2023,verilog_2005
list_of_tf_variable_identifiers	covered	338	sv_2017,sv_2023,verilog_2005
list_of_type_assignments	covered	194	sv_2017,sv_2023
list_of_udp_port_identifiers	covered	57	sv_2017,sv_2023,verilog_2005
list_of_variable_assignments	covered	1987	sv_2017,sv_2023,verilog_2005
list_of_variable_decl_assignments	covered	6442	sv_2017,sv_2023,verilog_2005
list_of_variable_identifiers	covered	42	sv_2017,sv_2023,verilog_2005
list_of_variable_port_identifiers	covered	135	sv_2017,sv_2023,verilog_2005
local_parameter_declaration	covered	765	sv_2017,sv_2023,verilog_2005
local_parameter_declaration_sv_2017	covered	765	sv_2017,verilog_2005
local_parameter_declaration_sv_2023	na_profile	0	sv_2023
logical_and	covered	443	sv_2017,sv_2023,verilog_2005
logical_and3	covered	19	sv_2017,sv_2023,verilog_2005
logical_or	covered	282	sv_2017,sv_2023,verilog_2005
loop_generate_construct	covered	316	sv_2017,sv_2023,verilog_2005
loop_statement	covered	986	sv_2017,sv_2023,verilog_2005
loop_statement_sv_only	covered	86	sv_2017,sv_2023
loop_variables	covered	69	sv_2017,sv_2023,verilog_2005
lparen	covered	8211	sv_2017,sv_2023,verilog_2005
member_identifier	covered	199	sv_2017,sv_2023,verilog_2005
method_call	covered	5636	sv_2017,sv_2023,verilog_2005
method_call_body	covered	184	sv_2017,sv_2023,verilog_2005
method_call_initial	covered	5636	sv_2017,sv_2023,verilog_2005
method_call_receiver	covered	3	sv_2017,sv_2023
method_call_receiver_sv_2017	covered	3	sv_2017
method_call_receiver_sv_2023	na_profile	0	sv_2023
method_call_root	covered	3	sv_2017,sv_2023,verilog_2005
method_identifier	covered	1452	sv_2017,sv_2023,verilog_2005
method_prototype	covered	90	sv_2017,sv_2023
method_qualifier	covered	159	sv_2017,sv_2023,verilog_2005
mintypmax_expression	covered	1631	sv_2017,sv_2023,verilog_2005
minus	covered	1469	sv_2017,sv_2023,verilog_2005
minus_assign	covered	13	sv_2017,sv_2023,verilog_2005
minus_minus	covered	33	sv_2017,sv_2023,verilog_2005
mixed_parameter_port_list	covered	18	sv_2017,sv_2023
mixed_string_parameter_port_list	covered	1	sv_2017,sv_2023
modport_clocking_declaration	covered	4	sv_2017,sv_2023,verilog_2005
modport_declaration	covered	114	sv_2017,sv_2023
modport_identifier	covered	128	sv_2017,sv_2023,verilog_2005
modport_item	covered	114	sv_2017,sv_2023,verilog_2005
modport_ports_declaration	covered	114	sv_2017,sv_2023,verilog_2005
modport_simple_port	covered	109	sv_2017,sv_2023,verilog_2005
modport_simple_ports_declaration	covered	109	sv_2017,sv_2023,verilog_2005
modport_tf_port	covered	12	sv_2017,sv_2023,verilog_2005
modport_tf_ports_declaration	covered	12	sv_2017,sv_2023,verilog_2005
module_ansi_header	covered	8087	sv_2017,sv_2023,verilog_2005
module_common_item	covered	8221	sv_2017,sv_2023,verilog_2005
module_common_item_sv_2017	covered	8221	sv_2017,verilog_2005
module_common_item_sv_2023	na_profile	0	sv_2023
module_declaration	covered	8597	sv_2017,sv_2023,verilog_2005
module_declaration_sv_2017	covered	8597	sv_2017,verilog_2005
module_declaration_sv_2023	na_profile	0	sv_2023
module_identifier	covered	8598	sv_2017,sv_2023,verilog_2005
module_instantiation	covered	2118	sv_2017,sv_2023,verilog_2005
module_item	covered	2316	sv_2017,sv_2023,verilog_2005
module_keyword	covered	8597	sv_2017,sv_2023,verilog_2005
module_nonansi_header	covered	2389	sv_2017,sv_2023,verilog_2005
module_or_generate_item	covered	8187	sv_2017,sv_2023,verilog_2005
module_or_generate_item_declaration	covered	6912	sv_2017,sv_2023,verilog_2005
module_path_concatenation	GAP	0	sv_2017,sv_2023,verilog_2005
module_path_conditional_expression	GAP	0	sv_2017,sv_2023,verilog_2005
module_path_expression	covered	23	sv_2017,sv_2023,verilog_2005
module_path_expression_operand	covered	23	sv_2017,sv_2023,verilog_2005
module_path_mintypmax_expression	GAP	0	sv_2017,sv_2023,verilog_2005
module_path_multiple_concatenation	GAP	0	sv_2017,sv_2023,verilog_2005
module_path_primary	covered	23	sv_2017,sv_2023,verilog_2005
mos_switch_instance	covered	21	sv_2017,sv_2023,verilog_2005
mos_switchtype	covered	21	sv_2017,sv_2023,verilog_2005
multiple_concatenation	covered	214	sv_2017,sv_2023,verilog_2005
n_input_gate_instance	covered	76	sv_2017,sv_2023,verilog_2005
n_input_gatetype	covered	76	sv_2017,sv_2023,verilog_2005
n_output_gate_instance	covered	4	sv_2017,sv_2023,verilog_2005
n_output_gatetype	covered	4	sv_2017,sv_2023,verilog_2005
name_of_instance	covered	2220	sv_2017,sv_2023,verilog_2005
named_argument	covered	53	sv_2017,sv_2023,verilog_2005
named_checker_port_connection	covered	1	sv_2017,sv_2023
named_checker_port_connection_sv_2017	covered	1	sv_2017
named_checker_port_connection_sv_2023	na_profile	0	sv_2023
named_parameter_assignment	covered	516	sv_2017,sv_2023,verilog_2005
named_port_connection	covered	1038	sv_2017,sv_2023,verilog_2005
named_port_connection_sv_2017	covered	1038	sv_2017,verilog_2005
named_port_connection_sv_2023	na_profile	0	sv_2023
ncontrol_terminal	covered	7	sv_2017,sv_2023,verilog_2005
net_alias	covered	14	sv_2017,sv_2023
net_assignment	covered	1679	sv_2017,sv_2023,verilog_2005
net_decl_assignment	covered	1610	sv_2017,sv_2023,verilog_2005
net_declaration	covered	1618	sv_2017,sv_2023,verilog_2005
net_declaration_sv_2017	covered	1618	sv_2017,verilog_2005
net_declaration_sv_2023	na_profile	0	sv_2023
net_identifier	covered	2675	sv_2017,sv_2023,verilog_2005
net_lvalue	covered	2080	sv_2017,sv_2023,verilog_2005
net_port_header	covered	1978	sv_2017,sv_2023,verilog_2005
net_port_type	covered	2686	sv_2017,sv_2023,verilog_2005
net_port_type_interconnect_sv_only	covered	3	sv_2017,sv_2023
net_port_type_sv_2017	covered	2686	sv_2017,verilog_2005
net_port_type_sv_2023	na_profile	0	sv_2023
net_strength	covered	12	sv_2017,sv_2023,verilog_2005
net_type	covered	1733	sv_2017,sv_2023,verilog_2005
net_type_declaration	covered	8	sv_2017
net_type_declaration_sv_2017	covered	8	sv_2017
net_type_identifier	covered	3	sv_2017
net_type_identifier_sv_2017	covered	3	sv_2017
net_vector_scalar	covered	1	sv_2017,sv_2023,verilog_2005
nettype_declaration	na_profile	0	sv_2023
nettype_declaration_sv_2023	na_profile	0	sv_2023
nettype_identifier	na_profile	0	sv_2023
nettype_identifier_sv_2023	na_profile	0	sv_2023
nettype_scope_prefix	covered	2	sv_2017,sv_2023
next_state	covered	20	sv_2017,sv_2023,verilog_2005
non_consecutive_repetition	covered	1	sv_2017
non_consecutive_repetition_sv_2017	covered	1	sv_2017
non_integer_type	covered	349	sv_2017,sv_2023,verilog_2005
non_integer_type_sv_only	covered	14	sv_2017,sv_2023
non_keyword_identifier	covered	9063	sv_2017,sv_2023,verilog_2005
non_port_interface_item	covered	373	sv_2017,sv_2023,verilog_2005
non_port_module_item	covered	8274	sv_2017,sv_2023,verilog_2005
non_port_program_item	covered	80	sv_2017,sv_2023,verilog_2005
non_typedef_package_scope	covered	491	sv_2017,sv_2023
nonblocking_assignment	covered	970	sv_2017,sv_2023,verilog_2005
nonblocking_implies	covered	3	sv_2017,sv_2023
nonconsecutive_repetition	na_profile	0	sv_2023
nonconsecutive_repetition_sv_2023	na_profile	0	sv_2023
nonrange_select	covered	45	sv_2017,sv_2023,verilog_2005
nonrange_variable_lvalue	covered	45	sv_2017,sv_2023,verilog_2005
not_equal	covered	2259	sv_2017,sv_2023,verilog_2005
notifier	covered	14	sv_2017,sv_2023,verilog_2005
number	covered	7432	sv_2017,sv_2023,verilog_2005
open_range_list	covered	53	sv_2017
open_range_list_sv_2017	covered	53	sv_2017
open_value_range	covered	53	sv_2017
open_value_range_sv_2017	covered	53	sv_2017
operator_assignment	covered	2930	sv_2017,sv_2023,verilog_2005
or_assign	covered	9	sv_2017,sv_2023,verilog_2005
ordered_checker_port_connection	covered	4	sv_2017,sv_2023,verilog_2005
ordered_parameter_assignment	covered	294	sv_2017,sv_2023,verilog_2005
ordered_port_connection	covered	2120	sv_2017,sv_2023,verilog_2005
output_declaration	covered	543	sv_2017,sv_2023,verilog_2005
output_identifier	covered	149	sv_2017,sv_2023,verilog_2005
output_port_identifier	covered	189	sv_2017,sv_2023,verilog_2005
output_symbol	covered	57	sv_2017,sv_2023,verilog_2005
output_terminal	covered	550	sv_2017,sv_2023,verilog_2005
package_declaration	covered	571	sv_2017,sv_2023
package_export_declaration	covered	31	sv_2017,sv_2023
package_identifier	covered	872	sv_2017,sv_2023,verilog_2005
package_import_declaration	covered	346	sv_2017,sv_2023
package_import_item	covered	351	sv_2017,sv_2023
package_item	covered	1448	sv_2017,sv_2023,verilog_2005
package_or_generate_item_declaration	covered	7605	sv_2017,sv_2023,verilog_2005
package_or_generate_item_declaration_sv_2017	covered	7605	sv_2017,verilog_2005
package_or_generate_item_declaration_sv_2023	na_profile	0	sv_2023
package_scope	covered	507	sv_2017,sv_2023
package_scope_dollar_unit_sv_only	covered	4	sv_2017,sv_2023
packed_dimension	covered	4153	sv_2017,sv_2023,verilog_2005
par_block	covered	211	sv_2017,sv_2023,verilog_2005
parallel_edge_sensitive_path_description	covered	21	sv_2017,sv_2023,verilog_2005
parallel_edge_sensitive_path_description_sv_2017	covered	21	sv_2017,verilog_2005
parallel_edge_sensitive_path_description_sv_2023	na_profile	0	sv_2023
parallel_path_description	covered	84	sv_2017,sv_2023,verilog_2005
param_assignment	covered	1955	sv_2017,sv_2023,verilog_2005
param_assignment_sv_2017	covered	1955	sv_2017,verilog_2005
param_assignment_sv_2023	na_profile	0	sv_2023
param_expression	covered	782	sv_2017,sv_2023,verilog_2005
parameter_declaration	covered	1493	sv_2017,sv_2023,verilog_2005
parameter_declaration_sv_2017	covered	1493	sv_2017,verilog_2005
parameter_declaration_sv_2023	na_profile	0	sv_2023
parameter_identifier	covered	2518	sv_2017,sv_2023,verilog_2005
parameter_override	covered	53	sv_2017,sv_2023,verilog_2005
parameter_port_declaration	covered	716	sv_2017,sv_2023,verilog_2005
parameter_port_declaration_sv_2017	covered	716	sv_2017,verilog_2005
parameter_port_declaration_sv_2023	na_profile	0	sv_2023
parameter_port_list	covered	746	sv_2017,sv_2023,verilog_2005
parameter_value_assignment	covered	793	sv_2017,sv_2023,verilog_2005
parameter_value_assignment_sv_2017	covered	793	sv_2017,verilog_2005
parameter_value_assignment_sv_2023	na_profile	0	sv_2023
parseable_source_item	GAP	0	sv_2017,sv_2023,verilog_2005
part_select_range	covered	807	sv_2017,sv_2023,verilog_2005
pass_en_switchtype	GAP	0	sv_2017,sv_2023,verilog_2005
pass_enable_switch_instance	GAP	0	sv_2017,sv_2023,verilog_2005
pass_switch_instance	covered	9	sv_2017,sv_2023,verilog_2005
pass_switchtype	covered	9	sv_2017,sv_2023,verilog_2005
path_declaration	covered	112	sv_2017,sv_2023,verilog_2005
path_delay_expression	covered	112	sv_2017,sv_2023,verilog_2005
path_delay_value	covered	112	sv_2017,sv_2023,verilog_2005
pattern	covered	10	sv_2017,sv_2023
pattern_sv_2017	covered	10	sv_2017
pattern_sv_2023	na_profile	0	sv_2023
pcontrol_terminal	covered	7	sv_2017,sv_2023,verilog_2005
percent	covered	135	sv_2017,sv_2023,verilog_2005
percent_assign	covered	3	sv_2017,sv_2023,verilog_2005
plain_tf_call_with_args	covered	1136	sv_2017,sv_2023,verilog_2005
plus	covered	1776	sv_2017,sv_2023,verilog_2005
plus_assign	covered	129	sv_2017,sv_2023,verilog_2005
plus_plus	covered	469	sv_2017,sv_2023,verilog_2005
polarity_operator	covered	20	sv_2017,sv_2023,verilog_2005
port	covered	2451	sv_2017,sv_2023,verilog_2005
port_declaration	covered	951	sv_2017,sv_2023,verilog_2005
port_direction	covered	2470	sv_2017,sv_2023,verilog_2005
port_direction_sv_only	covered	27	sv_2017,sv_2023
port_expression	covered	813	sv_2017,sv_2023,verilog_2005
port_identifier	covered	3872	sv_2017,sv_2023,verilog_2005
port_identifier_decl	covered	795	sv_2017,sv_2023,verilog_2005
port_reference	covered	813	sv_2017,sv_2023,verilog_2005
power	covered	79	sv_2017,sv_2023,verilog_2005
primary	covered	8022	sv_2017,sv_2023,verilog_2005
primary_dollar_sv_only	covered	1159	sv_2017,sv_2023
primary_hier_scope_prefix	covered	277	sv_2017,sv_2023,verilog_2005
primary_literal	covered	7984	sv_2017,sv_2023,verilog_2005
primary_literal_sv_only	covered	380	sv_2017,sv_2023
primary_sv_2017	covered	8022	sv_2017,verilog_2005
primary_sv_2023	na_profile	0	sv_2023
procedural_assertion_statement	covered	76	sv_2017,sv_2023
procedural_continuous_assignment	covered	146	sv_2017,sv_2023,verilog_2005
procedural_timing_control	covered	2840	sv_2017,sv_2023,verilog_2005
procedural_timing_control_statement	covered	2840	sv_2017,sv_2023,verilog_2005
production	covered	31	sv_2017
production_identifier	covered	31	sv_2017
production_identifier_sv_2017	covered	31	sv_2017
production_item	covered	30	sv_2017
production_item_sv_2017	covered	30	sv_2017
production_sv_2017	covered	31	sv_2017
program_ansi_header	covered	86	sv_2017,sv_2023,verilog_2005
program_declaration	covered	86	sv_2017,sv_2023
program_declaration_sv_2017	covered	86	sv_2017
program_declaration_sv_2023	na_profile	0	sv_2023
program_generate_item	GAP	0	sv_2017,sv_2023
program_generate_item_sv_2017	GAP	0	sv_2017
program_generate_item_sv_2023	na_profile	0	sv_2023
program_identifier	covered	2190	sv_2017,sv_2023,verilog_2005
program_instantiation	covered	2120	sv_2017,sv_2023,verilog_2005
program_item	covered	1	sv_2017,sv_2023,verilog_2005
program_nonansi_header	covered	1	sv_2017,sv_2023,verilog_2005
prop_and_sv_2017	covered	100	sv_2017
prop_and_sv_2023	na_profile	0	sv_2023
prop_iff_sv_2017	covered	100	sv_2017
prop_iff_sv_2023	na_profile	0	sv_2023
prop_or_sv_2017	covered	100	sv_2017
prop_or_sv_2023	na_profile	0	sv_2023
prop_primary_sv_2017	covered	100	sv_2017
prop_primary_sv_2023	na_profile	0	sv_2023
prop_until_sv_2017	covered	100	sv_2017
prop_until_sv_2023	na_profile	0	sv_2023
property_actual_arg	covered	20	sv_2017,sv_2023
property_case_item	GAP	0	sv_2017,sv_2023
property_declaration	covered	24	sv_2017,sv_2023
property_expr	covered	100	sv_2017,sv_2023
property_expr_sv_2017	covered	100	sv_2017
property_expr_sv_2023	na_profile	0	sv_2023
property_formal_type	covered	17	sv_2017,sv_2023,verilog_2005
property_identifier	covered	24	sv_2017,sv_2023,verilog_2005
property_instance	covered	88	sv_2017,sv_2023,verilog_2005
property_list_of_arguments	covered	18	sv_2017,sv_2023,verilog_2005
property_lvar_port_direction	GAP	0	sv_2017,sv_2023,verilog_2005
property_named_arg	GAP	0	sv_2017,sv_2023,verilog_2005
property_port_item	covered	5	sv_2017,sv_2023,verilog_2005
property_port_list	covered	5	sv_2017,sv_2023,verilog_2005
property_qualifier	covered	212	sv_2017,sv_2023,verilog_2005
property_spec	covered	100	sv_2017,sv_2023
provisional_unscoped_block_class_type	covered	326	sv_2017,sv_2023,verilog_2005
ps_checker_identifier	covered	4	sv_2017,sv_2023,verilog_2005
ps_covergroup_identifier	covered	336	sv_2017,sv_2023,verilog_2005
ps_identifier	covered	61	sv_2017,sv_2023,verilog_2005
ps_or_hierarchical_array_identifier	covered	69	sv_2017,sv_2023,verilog_2005
ps_or_hierarchical_net_identifier	covered	2080	sv_2017,sv_2023,verilog_2005
ps_or_hierarchical_property_identifier	covered	88	sv_2017,sv_2023,verilog_2005
ps_or_hierarchical_sequence_identifier	covered	577	sv_2017,sv_2023,verilog_2005
ps_parameter_identifier	covered	1700	sv_2017,sv_2023,verilog_2005
ps_type_identifier	covered	245	sv_2017,sv_2023
ps_type_identifier_sv_2017	covered	245	sv_2017
ps_type_identifier_sv_2023	na_profile	0	sv_2023
pull_gate_instance	covered	22	sv_2017,sv_2023,verilog_2005
pulldown_strength	GAP	0	sv_2017,sv_2023,verilog_2005
pullup_strength	GAP	0	sv_2017,sv_2023,verilog_2005
pulse_control_specparam	GAP	0	sv_2017,sv_2023,verilog_2005
pulsestyle_declaration	covered	4	sv_2017,sv_2023,verilog_2005
question	covered	454	sv_2017,sv_2023,verilog_2005
queue_dimension	covered	159	sv_2017,sv_2023
randcase_item	covered	6	sv_2017,sv_2023,verilog_2005
randcase_statement	covered	6	sv_2017,sv_2023
random_qualifier	covered	156	sv_2017,sv_2023,verilog_2005
randomize_call	covered	91	sv_2017,sv_2023,verilog_2005
randsequence_statement	covered	31	sv_2017,sv_2023
randsequence_statement_sv_2017	covered	31	sv_2017
randsequence_statement_sv_2023	na_profile	0	sv_2023
range_expression	covered	2	sv_2017,sv_2023,verilog_2005
range_list	na_profile	0	sv_2023
range_list_sv_2023	na_profile	0	sv_2023
rbrace	covered	2000	sv_2017,sv_2023,verilog_2005
rbrack	covered	4768	sv_2017,sv_2023,verilog_2005
real_number	covered	395	sv_2017,sv_2023,verilog_2005
reduction_nand	covered	11	sv_2017,sv_2023,verilog_2005
reduction_nor	covered	25	sv_2017,sv_2023,verilog_2005
reduction_xnor	covered	15	sv_2017,sv_2023,verilog_2005
reduction_xnor_alt	covered	3	sv_2017,sv_2023,verilog_2005
ref_declaration	GAP	0	sv_2017,sv_2023,verilog_2005
reference_event	covered	42	sv_2017,sv_2023,verilog_2005
reject_limit_value	GAP	0	sv_2017,sv_2023,verilog_2005
remain_active_flag	covered	4	sv_2017,sv_2023,verilog_2005
repeat_range	covered	3	sv_2017,sv_2023,verilog_2005
reserved_non_keyword_identifier	GAP	0	sv_2017,sv_2023,verilog_2005
reserved_non_keyword_identifier_sv	GAP	0	sv_2017,sv_2023
reserved_non_keyword_identifier_v2005	na_profile	0	verilog_2005
restrict_property_statement	GAP	0	sv_2017,sv_2023
rooted_tf_call_sv_only	covered	1	sv_2017,sv_2023
rparen	covered	8211	sv_2017,sv_2023,verilog_2005
rs_case	covered	3	sv_2017,sv_2023
rs_case_item	covered	3	sv_2017,sv_2023
rs_case_item_sv_2017	covered	3	sv_2017
rs_case_item_sv_2023	na_profile	0	sv_2023
rs_code_block	covered	31	sv_2017,sv_2023,verilog_2005
rs_if_else	covered	4	sv_2017,sv_2023
rs_if_else_sv_2017	covered	4	sv_2017
rs_if_else_sv_2023	na_profile	0	sv_2023
rs_prod	covered	31	sv_2017,sv_2023
rs_prod_sv_2017	covered	31	sv_2017
rs_prod_sv_2023	na_profile	0	sv_2023
rs_production	na_profile	0	sv_2023
rs_production_identifier	na_profile	0	sv_2023
rs_production_identifier_sv_2023	na_profile	0	sv_2023
rs_production_item	na_profile	0	sv_2023
rs_production_item_sv_2023	na_profile	0	sv_2023
rs_production_list	covered	31	sv_2017,sv_2023
rs_production_list_sv_2017	covered	31	sv_2017
rs_production_list_sv_2023	na_profile	0	sv_2023
rs_production_sv_2023	na_profile	0	sv_2023
rs_repeat	covered	3	sv_2017,sv_2023
rs_repeat_sv_2017	covered	3	sv_2017
rs_repeat_sv_2023	na_profile	0	sv_2023
rs_rule	covered	31	sv_2017,sv_2023
rs_rule_sv_2017	covered	31	sv_2017
rs_rule_sv_2023	na_profile	0	sv_2023
rs_weight_specification	na_profile	0	sv_2023
rs_weight_specification_sv_2023	na_profile	0	sv_2023
scalar_constant	covered	2	sv_2017,sv_2023,verilog_2005
scalar_timing_check_compare_chain	covered	2	sv_2017,sv_2023,verilog_2005
scalar_timing_check_compare_lhs	covered	2	sv_2017,sv_2023,verilog_2005
scalar_timing_check_condition	covered	18	sv_2017,sv_2023,verilog_2005
scope_free_identifier	covered	61	sv_2017,sv_2023,verilog_2005
scope_resolution	covered	802	sv_2017,sv_2023
scoped_base_class_type_identifier	covered	12	sv_2017,sv_2023
scoped_block_class_type	covered	18	sv_2017,sv_2023
scoped_block_covergroup_identifier	covered	18	sv_2017,sv_2023
scoped_block_type_identifier	covered	23	sv_2017,sv_2023
scoped_checker_identifier	GAP	0	sv_2017,sv_2023
scoped_class_scope_identifier	covered	11	sv_2017,sv_2023
scoped_class_scoped_call_prefix_identifier	covered	4	sv_2017,sv_2023
scoped_class_type_identifier	covered	316	sv_2017,sv_2023
scoped_covergroup_type_identifier	covered	327	sv_2017,sv_2023
scoped_data_type_identifier	covered	332	sv_2017,sv_2023
scoped_interface_class_type_identifier	covered	4	sv_2017,sv_2023
scoped_let_identifier	covered	333	sv_2017,sv_2023
scoped_or_hierarchical_tf_identifier	covered	149	sv_2017,sv_2023
scoped_package_parameter_identifier	covered	113	sv_2017,sv_2023
scoped_property_identifier	GAP	0	sv_2017,sv_2023
scoped_sequence_identifier	covered	12	sv_2017,sv_2023
scoped_type_scope_prefix	covered	345	sv_2017,sv_2023
select	covered	7294	sv_2017,sv_2023,verilog_2005
select_condition	GAP	0	sv_2017,sv_2023,verilog_2005
select_expression	GAP	0	sv_2017,sv_2023,verilog_2005
select_tail	covered	7294	sv_2017,sv_2023,verilog_2005
semi	covered	9063	sv_2017,sv_2023,verilog_2005
seq_and_expr	covered	129	sv_2017,sv_2023,verilog_2005
seq_and_tail	covered	1	sv_2017,sv_2023,verilog_2005
seq_block	covered	5882	sv_2017,sv_2023,verilog_2005
seq_delay_expr	covered	129	sv_2017,sv_2023,verilog_2005
seq_input_list	covered	20	sv_2017,sv_2023,verilog_2005
seq_intersect_expr	covered	129	sv_2017,sv_2023,verilog_2005
seq_intersect_tail	covered	3	sv_2017,sv_2023,verilog_2005
seq_or_expr	covered	129	sv_2017,sv_2023,verilog_2005
seq_or_tail	GAP	0	sv_2017,sv_2023,verilog_2005
seq_throughout_expr	covered	129	sv_2017,sv_2023,verilog_2005
seq_unary	covered	129	sv_2017,sv_2023,verilog_2005
seq_within_expr	covered	129	sv_2017,sv_2023,verilog_2005
seq_within_tail	covered	2	sv_2017,sv_2023,verilog_2005
sequence_abbrev	covered	8	sv_2017,sv_2023,verilog_2005
sequence_actual_arg	covered	27	sv_2017,sv_2023
sequence_actual_arg_sv_2017	covered	27	sv_2017
sequence_actual_arg_sv_2023	na_profile	0	sv_2023
sequence_declaration	covered	42	sv_2017,sv_2023
sequence_expr	covered	129	sv_2017,sv_2023,verilog_2005
sequence_formal_type	covered	29	sv_2017,sv_2023,verilog_2005
sequence_identifier	covered	54	sv_2017,sv_2023,verilog_2005
sequence_implies	covered	111	sv_2017,sv_2023,verilog_2005
sequence_instance	covered	521	sv_2017,sv_2023,verilog_2005
sequence_list_of_arguments	covered	32	sv_2017,sv_2023,verilog_2005
sequence_lvar_port_direction	covered	1	sv_2017,sv_2023,verilog_2005
sequence_match_item	covered	13	sv_2017,sv_2023,verilog_2005
sequence_method_call	covered	19	sv_2017,sv_2023,verilog_2005
sequence_named_arg	GAP	0	sv_2017,sv_2023,verilog_2005
sequence_port_item	covered	12	sv_2017,sv_2023,verilog_2005
sequence_port_list	covered	12	sv_2017,sv_2023,verilog_2005
sequential_body	covered	20	sv_2017,sv_2023,verilog_2005
sequential_entry	covered	20	sv_2017,sv_2023,verilog_2005
set_covergroup_expression	covered	8	sv_2017,sv_2023,verilog_2005
severity_system_task	na_profile	0	sv_2023
severity_system_task_sv_2023	na_profile	0	sv_2023
shift_left	covered	256	sv_2017,sv_2023,verilog_2005
shift_left_assign	covered	7	sv_2017,sv_2023,verilog_2005
shift_right	covered	152	sv_2017,sv_2023,verilog_2005
shift_right_assign	covered	5	sv_2017,sv_2023,verilog_2005
showcancelled_declaration	covered	5	sv_2017,sv_2023,verilog_2005
signal_identifier	covered	74	sv_2017,sv_2023,verilog_2005
signing	covered	515	sv_2017,sv_2023,verilog_2005
simple_identifier	covered	9061	sv_2017,sv_2023,verilog_2005
simple_identifier_no_scope	covered	61	sv_2017,sv_2023,verilog_2005
simple_immediate_assert_statement	covered	45	sv_2017,sv_2023,verilog_2005
simple_immediate_assertion_statement	covered	49	sv_2017,sv_2023
simple_immediate_assume_statement	covered	3	sv_2017,sv_2023,verilog_2005
simple_immediate_cover_statement	covered	3	sv_2017,sv_2023,verilog_2005
simple_path_declaration	covered	92	sv_2017,sv_2023,verilog_2005
simple_type	covered	286	sv_2017,sv_2023,verilog_2005
slash	covered	207	sv_2017,sv_2023,verilog_2005
slash_assign	covered	4	sv_2017,sv_2023,verilog_2005
slice_size	covered	23	sv_2017,sv_2023,verilog_2005
solve_before_list	covered	4	sv_2017,sv_2023
source_text	covered	9360	sv_2017,sv_2023,verilog_2005
source_text_item	covered	9320	sv_2017,sv_2023,verilog_2005
source_text_item_unit_sv_only	covered	118	sv_2017,sv_2023
specify_block	covered	155	sv_2017,sv_2023,verilog_2005
specify_input_terminal_descriptor	covered	149	sv_2017,sv_2023,verilog_2005
specify_item	covered	155	sv_2017,sv_2023,verilog_2005
specify_output_terminal_descriptor	covered	149	sv_2017,sv_2023,verilog_2005
specify_terminal_descriptor	covered	43	sv_2017,sv_2023,verilog_2005
specparam_assignment	covered	50	sv_2017,sv_2023,verilog_2005
