class	suite	relpath	verdict	stuck_tick	furthest	stuck	surface	first_tick	last_tick	fail_line	first_tick_line	bytes	snippet
conditional	Surelog	tests/FuncStructVal/dut.sv	STUCK-ON-SVPP-TOKEN	ifndef	14565	14565	4792	14565	14929	417	417	24713	ragma translate_off `ifndef VERILATOR assert (Cfg.RASDepth > 0); assert
conditional	Surelog	tests/PPComment/dut.sv	STUCK-ON-SVPP-TOKEN	define	13	19	0	19	171	3	3	189	module top(); `define USE_BOOTMODE_TEST `ifdef USE_BOOTMODE_TEST
conditional	Surelog	tests/PoundParam/dut.v	STUCK-ON-SVPP-TOKEN	ifdef	383	385	49	385	654	20	20	1191	eg [SIZE-1:0] q ; `ifdef NO_SCAN always @ (posedge clk) q[SIZE-1:0] <= ((rst
conditional	ispras-sv-tests	ieee-1800-2012/05/05.06.04_01.sv	STUCK-ON-SVPP-TOKEN	ifdef	200	205	173	155	337	12	8	360	initial begin `ifdef wordsize $display("`wordsize is defined (even i
conditional	ispras-sv-tests	ieee-1800-2012/22/22.06_01.sv	STUCK-ON-SVPP-TOKEN	ifdef	170	174	123	174	244	12	12	262	a; input b, c; `ifdef behavioral wire a = b & c; `else and a1 (a,
conditional	ispras-sv-tests	ieee-1800-2012/22/22.06_02.sv	STUCK-ON-SVPP-TOKEN	define	154	157	123	157	773	10	10	791	); output out; `define wow `define nest_one `define second_nest `defi
conditional	ispras-sv-tests	ieee-1800-2012/22/22.06_03.sv	STUCK-ON-SVPP-TOKEN	ifdef	134	138	123	138	764	9	9	782	IVE module top; `ifdef first_block `ifndef second_nest initial $di
conditional	iverilog	ivtest/ivltests/br_gh112c.v	STUCK-ON-SVPP-TOKEN	ifdef	258	260	73	0	527	20	1	1207	= 256) failed = 1; `ifdef SUPPORT_CONST_OUT_OF_RANGE_IN_IVTEST i = $bits(arra
conditional	iverilog	ivtest/ivltests/br_gh112d.v	STUCK-ON-SVPP-TOKEN	ifdef	258	260	73	0	527	20	1	1207	= 256) failed = 1; `ifdef SUPPORT_CONST_OUT_OF_RANGE_IN_IVTEST i = $bits(arra
conditional	iverilog	ivtest/ivltests/br_gh337.v	STUCK-ON-SVPP-TOKEN	ifdef	137	139	69	0	228	13	1	573	nt x); endfunction `ifdef SUPPORT_TWO_STATE_NETS_IN_IVTEST wire int w2 = y2(x2)
conditional	iverilog	ivtest/ivltests/cfunc_assign_op_mixed.v	STUCK-ON-SVPP-TOKEN	ifdef	476	477	67	0	1215	37	1	2552	t integer x); begin `ifdef SUPPORT_REAL_MODULUS_IN_IVTEST x %= 2.0; `else x
conditional	iverilog	ivtest/ivltests/cfunc_assign_op_real.v	STUCK-ON-SVPP-TOKEN	ifdef	875	877	67	0	3522	69	1	3614	x; end endfunction `ifdef SUPPORT_REAL_MODULUS_IN_IVTEST function real mod2(inp
conditional	iverilog	ivtest/ivltests/implicit_cast12.v	STUCK-ON-SVPP-TOKEN	ifdef	1653	1655	1417	57	8977	70	3	11108	d [7:0] src_sx; `ifdef SUPPORT_REAL_NETS_IN_IVTEST wire real
conditional	iverilog	ivtest/ivltests/implicit_cast13.v	STUCK-ON-SVPP-TOKEN	ifdef	1110	1112	874	58	9097	50	3	11228	d [7:0] src_sx; `ifdef SUPPORT_REAL_NETS_IN_IVTEST wire real
conditional	iverilog	ivtest/ivltests/implicit_cast4.v	STUCK-ON-SVPP-TOKEN	ifdef	415	417	179	72	4299	21	3	7046	d [7:0] src_sx; `ifdef SUPPORT_REAL_NETS_IN_IVTEST wire real
conditional	iverilog	ivtest/ivltests/implicit_cast5.v	STUCK-ON-SVPP-TOKEN	ifdef	403	405	167	60	6096	21	3	8227	d [7:0] src_sx; `ifdef SUPPORT_REAL_NETS_IN_IVTEST wire real
conditional	iverilog	ivtest/ivltests/implicit_cast6.v	STUCK-ON-SVPP-TOKEN	ifdef	398	400	162	55	7246	21	3	9377	d [7:0] src_sx; `ifdef SUPPORT_REAL_NETS_IN_IVTEST wire real
conditional	iverilog	ivtest/ivltests/undef_lval_select_SV.v	STUCK-ON-SVPP-TOKEN	ifdef	221	222	73	0	291	15	1	577	vec[-1] = 4'bxxxx; `ifdef SUPPORT_CONST_OUT_OF_RANGE_IN_IVTEST vec[1'bx] =
conditional	slang	tests/regression/driver/different-tops.sv	STUCK-ON-SVPP-TOKEN	ifndef	352	354	311	354	534	14	14	541	j; int j = 1; `ifndef FOOBAR int blah = unknown; `endif endmodule mod
conditional	slang	tests/unittests/data/test4.sv	STUCK-ON-SVPP-TOKEN	ifndef	41	43	0	43	223	5	5	230	j; int j = 1; `ifndef FOOBAR int blah = unknown; `endif endmodule mod
conditional	sv-tests	tests/generic/class/class_test_59.sv	STUCK-ON-SVPP-TOKEN	ifdef	316	317	301	317	333	16	16	373	*/ class pp_class; `ifdef DEBUGGER `endif endclass module test; endmodule
conditional	sv-tests	tests/generic/class/class_test_60.sv	STUCK-ON-SVPP-TOKEN	ifdef	316	317	301	317	355	16	16	395	*/ class pp_class; `ifdef DEBUGGER `ifdef VERBOSE `endif `endif endclass modul
conditional	sv-tests	tests/generic/class/class_test_61.sv	STUCK-ON-SVPP-TOKEN	ifndef	316	317	301	317	334	16	16	374	*/ class pp_class; `ifndef DEBUGGER `endif endclass module test; endmodule
conditional	sv-tests	tests/generic/class/class_test_62.sv	STUCK-ON-SVPP-TOKEN	ifdef	335	336	301	336	352	17	17	411	int num_packets; `ifdef DEBUGGER `endif int router_size; endclass module t
conditional	sv-tests	tests/generic/class/class_test_63.sv	STUCK-ON-SVPP-TOKEN	ifdef	335	336	301	336	374	17	17	433	int num_packets; `ifdef DEBUGGER string source_name; `endif int router_si
conditional	sv-tests	tests/generic/class/class_test_64.sv	STUCK-ON-SVPP-TOKEN	ifdef	335	336	301	336	394	17	17	453	int num_packets; `ifdef DEBUGGER string source_name; string dest_name; `e
conditional	sv-tests	tests/generic/class/class_test_65.sv	STUCK-ON-SVPP-TOKEN	ifdef	335	336	301	336	400	17	17	459	int num_packets; `ifdef DEBUGGER string source_name; string dest_name; `e
conditional	sv-tests	tests/generic/class/class_test_66.sv	STUCK-ON-SVPP-TOKEN	ifdef	335	336	301	336	406	17	17	465	int num_packets; `ifdef DEBUGGER string source_name; string dest_name; `e
conditional	sv-tests	tests/generic/class/class_test_67.sv	STUCK-ON-SVPP-TOKEN	ifdef	335	336	301	336	406	17	17	465	int num_packets; `ifdef DEBUGGER `elsif LAZY string source_name; string d
conditional	sv-tests	tests/generic/class/class_test_68.sv	STUCK-ON-SVPP-TOKEN	ifdef	335	336	301	336	419	17	17	478	int num_packets; `ifdef DEBUGGER `elsif BORED string source_name; string
conditional	sv-tests	tests/generic/class/class_test_69.sv	STUCK-ON-SVPP-TOKEN	ifdef	335	336	301	336	413	17	17	472	int num_packets; `ifdef DEBUGGER `elsif BORED `else string source_name; s
conditional	sv-tests	tests/generic/typedef/typedef_test_25.sv	STUCK-ON-SVPP-TOKEN	ifndef	433	434	369	434	466	23	23	566	reg [D-1:0] data; `ifndef FOO reg [E-1:0] ecc; `endif // `ifndef FOO reg
conditional	sv-tests	tests/generic/typedef/typedef_test_25__bad.sv	STUCK-ON-SVPP-TOKEN	ifndef	490	491	426	491	523	23	23	623	reg [D-1:0] data; `ifndef FOO reg [E-1:0] ecc; `endif // `ifndef FOO reg
conditional	sv-tests	tests/generic/typedef/typedef_test_26.sv	STUCK-ON-SVPP-TOKEN	ifdef	313	314	299	314	359	16	16	416	8 */ typedef enum { `ifdef TWO Global = 2, `else Global = 1, `endif Local
conditional	sv-tests	tests/generic/typedef/typedef_test_27.sv	STUCK-ON-SVPP-TOKEN	ifdef	327	328	299	328	369	17	17	414	num { Global = 2, `ifdef TWO Local = 2 `else Local = 1 `endif } myenum_fwd
conditional	verible	verible/verilog/tools/lint/testdata/endif_comment.sv	STUCK-ON-SVPP-TOKEN	ifdef	22	23	0	23	61	2	2	79	kage endif_comment; `ifdef FOOBAR localparam int P = 4; `endif endpackage
conditional	verilator	test_regress/t/t_alias_cyclic_bad.v	STUCK-ON-SVPP-TOKEN	ifdef	462	463	274	463	521	23	23	630	(posedge clk) begin `ifdef TEST_VERBOSE $write("a = %x, b = %x\n", a, b); `e
conditional	verilator	test_regress/t/t_alias_transitive.v	STUCK-ON-SVPP-TOKEN	ifdef	453	454	274	454	523	22	22	700	(posedge clk) begin `ifdef TEST_VERBOSE $write("a = %x, b = %x, c = %x\n", a
conditional	verilator	test_regress/t/t_always_split_cond.v	STUCK-ON-SVPP-TOKEN	ifdef	641	643	213	643	920	33	33	1134	reg [1:0] ry; `ifdef NOT_DEF // This way works rx = sel == 2'b10 ?
conditional	verilator	test_regress/t/t_array_compare.v	STUCK-ON-SVPP-TOKEN	ifdef	1058	1059	217	1059	1199	45	45	1440	rand = & array_1; `ifdef TEST_VERBOSE $write("array_1_ne_array2==%0d\n", a
conditional	verilator	test_regress/t/t_array_query.v	STUCK-ON-SVPP-TOKEN	ifdef	909	911	549	911	1005	52	52	1244	s = $size(a); `ifdef TEST_VERBOSE $write("$left (a) = %d, $right (a) =
conditional	verilator	test_regress/t/t_array_rev.v	STUCK-ON-SVPP-TOKEN	ifdef	584	585	203	585	849	29	29	1153	localbkw = arrd; `ifdef TEST_VERBOSE $write("localbkw[0]=%b\n", localbkw[
conditional	verilator	test_regress/t/t_assert_basic.v	STUCK-ON-SVPP-TOKEN	ifdef	779	780	203	780	1457	31	31	1595	if (cyc == 9) begin `ifdef FAILING_ASSERTIONS assert (0) else $i
conditional	verilator	test_regress/t/t_assert_disable_iff.v	STUCK-ON-SVPP-TOKEN	ifdef	566	568	517	568	676	36	36	1301	input int cyc ); `ifdef FAIL_ASSERT_1 assert property (@(posedge clk) disab
conditional	verilator	test_regress/t/t_assert_elab.v	STUCK-ON-SVPP-TOKEN	ifdef	451	453	201	453	557	15	15	719	k"); endfunction `ifdef FAILING_ASSERTIONS localparam X = checkParameter(5)
conditional	verilator	test_regress/t/t_assert_iff.v	STUCK-ON-SVPP-TOKEN	ifdef	337	338	202	338	431	18	18	904	cyc <= cyc + 1; `ifdef FAIL1 enable[0] <= 1; `endif enable[1] <= 1;
conditional	verilator	test_regress/t/t_assert_implication.v	STUCK-ON-SVPP-TOKEN	ifdef	425	426	203	426	1395	23	23	2233	cyc <= cyc + 1; `ifdef TEST_VERBOSE $display("cyc=%0d", cyc); `endif
conditional	verilator	test_regress/t/t_assert_implication_coverage.v	STUCK-ON-SVPP-TOKEN	ifdef	422	423	203	423	475	24	24	2297	cyc <= cyc + 1; `ifdef TEST_VERBOSE $display("cyc=%0d", cyc); `endif
conditional	verilator	test_regress/t/t_assert_synth.v	STUCK-ON-SVPP-TOKEN	ifdef	748	748	203	748	2176	27	27	2462	rectives on casez's `ifdef ATTRIBUTES case ({a,b_fc}) // synopsys full_case
conditional	verilator	test_regress/t/t_assert_unique_case_bad.v	STUCK-ON-SVPP-TOKEN	ifdef	899	901	209	901	1164	45	45	1182	endcase end `ifdef NO_STOP_FAIL always_comb begin unique case (s)
conditional	verilator	test_regress/t/t_assign_inline.v	STUCK-ON-SVPP-TOKEN	ifdef	730	731	200	731	852	36	36	1056	c_q_r <= c_d_r + 1; `ifdef TEST_VERBOSE $display("[%0t] a_r=%0d, b_r=%0d",
conditional	verilator	test_regress/t/t_case_nest.v	STUCK-ON-SVPP-TOKEN	ifdef	402	403	203	403	504	23	23	3929	(posedge clk) begin `ifdef TEST_VERBOSE $write("[%0t] cyc==%0d crc=%x sum=%x
conditional	verilator	test_regress/t/t_case_unique_overlap.v	STUCK-ON-SVPP-TOKEN	ifdef	671	672	205	672	744	33	33	1104	(posedge clk) begin `ifdef TEST_VERBOSE $write("[%0t] in=%x out=%x\n", $time
conditional	verilator	test_regress/t/t_castdyn_enum.v	STUCK-ON-SVPP-TOKEN	ifdef	714	715	271	715	799	40	40	1400	i = $cast(en, cyc); `ifdef TEST_VERBOSE $write("[%0t] cyc==%0d i=%0d en=%0d\
conditional	verilator	test_regress/t/t_checker.v	STUCK-ON-SVPP-TOKEN	ifdef	411	412	203	412	549	21	21	1101	(posedge clk) begin `ifdef TEST_VERBOSE $write("[%0t] cyc==%0d cyc_d1=0x%0x
conditional	verilator	test_regress/t/t_checker_unsup.v	STUCK-ON-SVPP-TOKEN	ifdef	298	299	203	299	363	15	15	1502	(posedge clk) begin `ifdef TEST_VERBOSE $write("[%0t] cyc==%0d\n", $time, cy
conditional	verilator	test_regress/t/t_class_extern2.v	STUCK-ON-SVPP-TOKEN	ifdef	491	492	365	492	689	20	20	1257	ate(VALUE_T value); `ifdef NEVER // works ok if put function directly here s
conditional	verilator	test_regress/t/t_class_param_subtype.v	STUCK-ON-SVPP-TOKEN	ifdef	661	662	652	416	825	35	23	974	e `endif module t; `ifdef BAD_PAREN CParam::type_t val_0 = 100; `else CPara
conditional	verilator	test_regress/t/t_class_uses_this.v	STUCK-ON-SVPP-TOKEN	ifdef	1049	1050	928	1050	1118	54	54	1487	(); bar.set(4); `ifdef TEST_VERBOSE $display(bar.addr); $display(baz
conditional	verilator	test_regress/t/t_clk_concat.v	STUCK-ON-SVPP-TOKEN	ifdef	662	663	560	544	1315	34	25	1608	odule some_module ( `ifdef BROKEN .wrclk(i_clks[3]) `else .wrclk(i_c
conditional	verilator	test_regress/t/t_clk_concat2.v	STUCK-ON-SVPP-TOKEN	ifdef	662	663	560	544	728	34	25	1689	odule some_module ( `ifdef BROKEN .wrclk(i_clks[3]) `else .wrclk(i_c
conditional	verilator	test_regress/t/t_clk_concat3.v	STUCK-ON-SVPP-TOKEN	ifdef	699	700	594	578	767	35	26	1648	odule some_module ( `ifdef BROKEN .wrclk(i_clks[-12]) `else .wrclk(i
conditional	verilator	test_regress/t/t_clk_concat4.v	STUCK-ON-SVPP-TOKEN	ifdef	750	751	560	544	824	37	25	1721	odule some_module ( `ifdef BROKEN .wrclk(i_clks[3]) `else .w
conditional	verilator	test_regress/t/t_clk_first.v	STUCK-ON-SVPP-TOKEN	ifdef	1364	1365	623	1365	2873	67	67	4588	(posedge clk) begin `ifdef TEST_VERBOSE $write("[%0t] CLK1 %x\n", $time, res
conditional	verilator	test_regress/t/t_clk_gen.v	STUCK-ON-SVPP-TOKEN	ifdef	2236	2236	203	2236	2342	80	80	2414	lue of gendlydata_r `ifdef verilator `else // V3.2 races... technically legal
conditional	verilator	test_regress/t/t_clk_latchgate.v	STUCK-ON-SVPP-TOKEN	ifdef	1899	1900	892	778	3903	71	19	4793	(posedge clk) begin `ifdef TEST_VERBOSE $write("[%0t] cyc==%0d crc=%x ", $ti
conditional	verilator	test_regress/t/t_clk_powerdn.v	STUCK-ON-SVPP-TOKEN	ifdef	1248	1249	203	1249	1390	62	62	3429	(posedge clk) begin `ifdef TEST_VERBOSE $write("[%0t] rs %x cyc %d cg1f %x c
conditional	verilator	test_regress/t/t_clocking_sched.v	STUCK-ON-SVPP-TOKEN	ifdef	736	737	202	737	1708	31	31	1839	b; output #0 x; `ifdef VERILATOR_TIMING output #2 z; `endif endclockin
conditional	verilator	test_regress/t/t_cover_hier.v	STUCK-ON-SVPP-TOKEN	ifdef	301	302	235	302	385	12	12	1340	output reg seen ); `ifdef INLINE_CHILD //verilator inline_module `else //veri
conditional	verilator	test_regress/t/t_cover_line.v	STUCK-ON-SVPP-TOKEN	ifdef	2690	2691	203	2691	4025	114	114	8217	e if (cyc==5) begin `ifdef VERILATOR $c("this->call_task();"); `else
conditional	verilator	test_regress/t/t_cover_per_instance.v	STUCK-ON-SVPP-TOKEN	ifdef	324	325	246	325	408	13	13	1537	lk, input en ); `ifdef INLINE_CHILD //verilator inline_module `else //veri
conditional	verilator	test_regress/t/t_detectarray_1.v	STUCK-ON-SVPP-TOKEN	ifdef	494	496	234	496	553	28	28	671	negedge clk) begin `ifdef TEST_VERBOSE $write("tsb.id = %x\n", tsb.id); `en
conditional	verilator	test_regress/t/t_detectarray_2.v	STUCK-ON-SVPP-TOKEN	ifdef	455	457	234	457	514	26	26	632	negedge clk) begin `ifdef TEST_VERBOSE $write("tsb.id = %x\n", tsb.id); `en
conditional	verilator	test_regress/t/t_display_merge.v	STUCK-ON-SVPP-TOKEN	ifdef	224	225	203	225	268	9	9	2677	dule t; int one = `ifdef verilator $c32(1) `else 1 `endif ;
conditional	verilator	test_regress/t/t_dpi_export.v	STUCK-ON-SVPP-TOKEN	ifndef	2592	2593	445	375	2644	65	10	3288	); o = ~i; endtask `ifndef NO_TIME export "DPI-C" task dpix_t_time; `endif
conditional	verilator	test_regress/t/t_dpi_import.v	STUCK-ON-SVPP-TOKEN	ifndef	2244	2245	551	375	9740	52	10	10361	ut real i); `ifndef NO_SHORTREAL import "DPI-C" pure function shortrea
conditional	verilator	test_regress/t/t_embed1.v	STUCK-ON-SVPP-TOKEN	ifdef	3230	3231	203	3231	3374	82	82	3970	(posedge clk) begin `ifdef TEST_VERBOSE $write("[%0t] cyc==%0d crc=%x result
conditional	verilator	test_regress/t/t_enum_type_pins.v	STUCK-ON-SVPP-TOKEN	ifdef	2878	2880	2678	2880	3115	83	83	3249	posedge clk) begin `ifdef TEST_VERBOSE $write("Enumeration has %d members\n
conditional	verilator	test_regress/t/t_flag_compiler.v	STUCK-ON-SVPP-TOKEN	ifdef	698	699	203	699	785	34	34	1457	(posedge clk) begin `ifdef TEST_VERBOSE $write("[%0t] cyc==%0d in=%x out=%x\
conditional	verilator	test_regress/t/t_flag_main_top_name.v	STUCK-ON-SVPP-TOKEN	ifdef	486	487	371	487	588	14	14	662	\n", $time, scope); `ifdef MAIN_TOP_NAME_EMPTY if (scope != "top") $stop; `e
conditional	verilator	test_regress/t/t_flag_names.v	STUCK-ON-SVPP-TOKEN	ifdef	384	385	238	385	487	17	17	561	\n", $time, scope); `ifdef VERILATOR if (scope != "top.l2Name.sub") $stop; `
conditional	verilator	test_regress/t/t_flag_xinitial_0.v	STUCK-ON-SVPP-TOKEN	ifdef	299	300	203	300	438	15	15	512	e; initial begin `ifdef VERILATOR // Default is all ones, so we assume th
conditional	verilator	test_regress/t/t_func_complex.v	STUCK-ON-SVPP-TOKEN	ifdef	277	278	203	278	1109	11	11	1520	eue_set(ref q_t q); `ifdef TEST_NOINLINE // verilator no_inline_task `endif
conditional	verilator	test_regress/t/t_func_const.v	STUCK-ON-SVPP-TOKEN	ifdef	977	978	291	978	1063	36	36	3503	); initial begin `ifdef TEST_VERBOSE $display("P5=%0d P8=%0d P16=%0d P18=
conditional	verilator	test_regress/t/t_func_endian.v	STUCK-ON-SVPP-TOKEN	ifdef	1069	1070	203	1070	1164	39	39	2549	(posedge clk) begin `ifdef TEST_VERBOSE $write("[%0t] cyc==%0d crc=%x result
conditional	verilator	test_regress/t/t_func_graphcirc.v	STUCK-ON-SVPP-TOKEN	ifndef	461	462	203	462	1015	23	23	1061	$finish; end `ifndef verilator DispContDisps; `endif end task Re
conditional	verilator	test_regress/t/t_func_io_order.v	STUCK-ON-SVPP-TOKEN	ifdef	675	676	203	676	752	33	33	1487	(posedge clk) begin `ifdef TEST_VERBOSE $write("[%0t] cyc==%0d crc=%x\n", $t
conditional	verilator	test_regress/t/t_func_link.v	STUCK-ON-SVPP-TOKEN	ifdef	604	605	203	605	669	28	28	1070	(posedge clk) begin `ifdef TEST_VERBOSE $write("[%0t] cyc==%0d\n", $time, cy
conditional	verilator	test_regress/t/t_func_public.v	STUCK-ON-SVPP-TOKEN	ifdef	468	469	203	469	5968	26	26	5986	if (cyc == 1) begin `ifdef verilator $c("this->publicTop();"); `endif
conditional	verilator	test_regress/t/t_func_ref_arg_default.v	STUCK-ON-SVPP-TOKEN	ifdef	605	606	430	606	883	18	18	1364	ef int r = shared); `ifdef TEST_NOINLINE // verilator no_inline_task `endif
conditional	verilator	test_regress/t/t_func_v.v	STUCK-ON-SVPP-TOKEN	ifdef	228	229	219	229	636	10	10	672	e bug569 module t; `ifdef T_FUNC_V_NOINL // verilator no_inline_module `endif
conditional	verilator	test_regress/t/t_gate_basic.v	STUCK-ON-SVPP-TOKEN	ifdef	932	934	226	934	1619	41	41	2770	BITS-1:0] (ba, a); `ifdef verilator specparam RAW_SP = 1; specify endspe
conditional	verilator	test_regress/t/t_gate_elim.v	STUCK-ON-SVPP-TOKEN	ifdef	808	809	203	809	871	54	54	2380	(posedge clk) begin `ifdef TEST_VERBOSE $display("%b", {qa, qb, qc, qd, qe})
conditional	verilator	test_regress/t/t_gen_assign.v	STUCK-ON-SVPP-TOKEN	ifdef	530	531	222	531	617	28	28	1298	(posedge clk) begin `ifdef TEST_VERBOSE $write("[%0t] cyc==%0d crc=%x q=%x\n
conditional	verilator	test_regress/t/t_gen_for_overlap.v	STUCK-ON-SVPP-TOKEN	ifdef	811	812	747	812	987	37	37	1004	rameter FLAVOR = 1; `ifdef TEST_VERBOSE initial $display("%m"); `endif endmodu
conditional	verilator	test_regress/t/t_gen_forif.v	STUCK-ON-SVPP-TOKEN	ifdef	564	565	203	565	664	30	30	2517	(posedge clk) begin `ifdef TEST_VERBOSE $write("[%0t] cyc==%0d crc=%x %x %x\
conditional	verilator	test_regress/t/t_gen_inc.v	STUCK-ON-SVPP-TOKEN	ifdef	2045	2046	203	2046	2923	56	56	5711	if (cyc == 3) begin `ifdef TEST_VERBOSE $write("gen_pre_PLUSPLUS %b\n"
conditional	verilator	test_regress/t/t_gen_intdot.v	STUCK-ON-SVPP-TOKEN	ifndef	1423	1425	1344	208	1891	81	7	2071	; output result; `ifndef ATSIM // else unsupported `ifndef NC // else unsu
conditional	verilator	test_regress/t/t_initial_edge.v	STUCK-ON-SVPP-TOKEN	ifdef	1668	1669	1125	1669	1751	61	61	2271	nd else begin `ifdef TEST_VERBOSE $write("FAILED: res = %b, res_n
conditional	verilator	test_regress/t/t_inside_unbounded.v	STUCK-ON-SVPP-TOKEN	ifdef	1889	1890	221	1890	1961	73	73	2016	ntime_value(int v); `ifdef VERILATOR runtime_val = $c32(v); `else runtim
conditional	verilator	test_regress/t/t_inst_array_connect.v	STUCK-ON-SVPP-TOKEN	ifdef	1110	1112	220	1112	1408	55	55	1705	!= 0) $stop; `ifdef TEST_VERBOSE $display("%d %d %d %d", cval1[0], cv
conditional	verilator	test_regress/t/t_inst_ccall.v	STUCK-ON-SVPP-TOKEN	ifdef	1107	1107	962	1107	1285	52	52	1302	lator public_module `ifdef verilator assign longout = $c32("(", narrow, "+1)")
conditional	verilator	test_regress/t/t_inst_dtree.v	STUCK-ON-SVPP-TOKEN	ifdef	230	232	203	232	1342	11	11	1528	( input clk ); `ifdef INLINE_A //verilator inline_module `else //verilato
conditional	verilator	test_regress/t/t_inst_signed.v	STUCK-ON-SVPP-TOKEN	ifdef	616	617	203	617	1593	31	31	1617	(posedge clk) begin `ifdef TEST_VERBOSE $write("out: 'b%b 'b%b\n", sgn_wide,
conditional	verilator	test_regress/t/t_inst_v2k.v	STUCK-ON-SVPP-TOKEN	ifdef	350	352	203	352	438	20	20	1514	e; reg ionewire; `ifdef never_just_for_verilog_mode wire oonewire; // From
conditional	verilator	test_regress/t/t_interface1_modport.v	STUCK-ON-SVPP-TOKEN	ifdef	749	750	739	750	952	39	39	1020	dmodule module sub `ifdef NANSI // bug868 ( isub, i_value ); ifc.out_m
conditional	verilator	test_regress/t/t_interface2.v	STUCK-ON-SVPP-TOKEN	ifdef	614	615	203	615	2758	24	24	2765	.i_value(4'h2)); `ifdef VERILATOR counter_ansi `else counter_nansi `endif /
conditional	verilator	test_regress/t/t_interface_derived_type.v	STUCK-ON-SVPP-TOKEN	ifdef	692	692	217	692	791	18	18	1517	`define SHOW_2D_BUG `ifdef SHOW_2D_BUG logic [arr[0][0]-1:0] other_data; `else
conditional	verilator	test_regress/t/t_interface_down.v	STUCK-ON-SVPP-TOKEN	ifdef	276	277	249	277	1442	14	14	1509	( input clk ); `ifdef INLINE_A //verilator inline_module `else //verilato
conditional	verilator	test_regress/t/t_interface_gen2.v	STUCK-ON-SVPP-TOKEN	ifdef	467	468	251	468	574	28	28	1677	(posedge clk) begin `ifdef TEST_VERBOSE $write("[%0t] cyc==%0d result=%b %b
conditional	verilator	test_regress/t/t_interface_gen3.v	STUCK-ON-SVPP-TOKEN	ifdef	491	492	251	492	598	28	28	1701	(posedge clk) begin `ifdef TEST_VERBOSE $write("[%0t] cyc==%0d result=%b %b
conditional	verilator	test_regress/t/t_interface_modport.v	STUCK-ON-SVPP-TOKEN	ifdef	1348	1349	1051	1349	3895	61	61	3902	.i_value(4'h1)); `ifdef VERILATOR counter_ansi `else counter_nansi `endif /
conditional	verilator	test_regress/t/t_math_cmp.v	STUCK-ON-SVPP-TOKEN	ifdef	2781	2782	1529	2782	2938	132	132	4376	if (cyc > 2) begin `ifdef TEST_VERBOSE $write("results[%d][%d] = 8'b%b_%b
conditional	verilator	test_regress/t/t_math_concat.v	STUCK-ON-SVPP-TOKEN	ifdef	2631	2632	203	2632	2683	57	57	3275	cyc <= cyc + 1; `ifdef TEST_VERBOSE $write("%x %x\n", q, i); `endif
conditional	verilator	test_regress/t/t_math_concat64.v	STUCK-ON-SVPP-TOKEN	ifdef	5799	5800	203	5800	5852	101	101	6822	cyc <= cyc + 1; `ifdef TEST_VERBOSE $write("%x %x\n", q1, i); `endif
conditional	verilator	test_regress/t/t_math_div.v	STUCK-ON-SVPP-TOKEN	ifdef	3327	3328	203	3328	3503	105	105	3790	f (cyc == 10) begin `ifdef verilator if (qq !== {61{1'b0}}) $stop;
conditional	verilator	test_regress/t/t_math_divw.v	STUCK-ON-SVPP-TOKEN	ifdef	6754	6755	226	6755	7472	102	102	7777	end if (bad `ifdef TEST_VERBOSE || 1 `endif ) begin
conditional	verilator	test_regress/t/t_math_imm.v	STUCK-ON-SVPP-TOKEN	ifdef	1477	1478	417	1478	1695	50	50	3235	, crc[4], crc[3]}}; `ifdef TEST_VERBOSE $write("[%0t] cyc==%0d crc=%b %d.%d,
conditional	verilator	test_regress/t/t_math_insert_bound.v	STUCK-ON-SVPP-TOKEN	ifdef	864	866	560	866	970	31	31	2743	cyc <= cyc - 1; `ifdef TEST_VERBOSE $write("used [4'd%2d], free [4'd%2d]
conditional	verilator	test_regress/t/t_math_mul.v	STUCK-ON-SVPP-TOKEN	ifdef	468	469	203	469	579	26	26	1561	(posedge clk) begin `ifdef TEST_VERBOSE $write("[%0t] cyc==%0d crc=%x sum=%x
conditional	verilator	test_regress/t/t_math_pow4.v	STUCK-ON-SVPP-TOKEN	ifdef	422	423	203	423	503	24	24	1424	(posedge clk) begin `ifdef TEST_VERBOSE $write("[%0t] cyc==%0d a=%x y=%x\n",
conditional	verilator	test_regress/t/t_math_pow5.v	STUCK-ON-SVPP-TOKEN	ifdef	917	918	203	918	1002	39	39	1772	cyc <= cyc + 1; `ifdef TEST_VERBOSE $write("%d %x %x %x %x\n", cyc, le
conditional	verilator	test_regress/t/t_math_repl.v	STUCK-ON-SVPP-TOKEN	ifdef	1746	1747	203	1747	1883	60	60	3410	cyc <= cyc + 1; `ifdef TEST_VERBOSE $write("cyc=%0d d=%x %x %x %x %x %
conditional	verilator	test_regress/t/t_math_shift.v	STUCK-ON-SVPP-TOKEN	ifdef	3891	3892	203	3892	4002	123	123	8283	^ crc[2] ^ crc[0]}; `ifdef TEST_VERBOSE $write("%d %x %x %x %x %x %x\n", c
conditional	verilator	test_regress/t/t_math_shortreal.v	STUCK-ON-SVPP-TOKEN	ifdef	2626	2627	436	352	2691	90	9	4242	(posedge clk) begin `ifdef TEST_VERBOSE $write("[%0t] cyc==%0d\n", $time, cy
conditional	verilator	test_regress/t/t_math_sign_extend.v	STUCK-ON-SVPP-TOKEN	ifdef	1506	1507	323	1507	3481	50	50	4559	1; initial begin `ifdef TEST_VERBOSE $display("one1_lp : %x %d", one1_lp,
