verdict	channel	suite	relpath	furthest	stuck	first_tick	fail_line	bytes	fact_names	snippet
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/aon_timer/rtl/aon_timer_core.sv	538	547		15	3178	aon_timer_reg2hw_t @ stimuli/sv/subs/opentitan/hw/ip/aon_timer/rtl/aon_timer_reg_pkg.sv	er_reg2hw_t reg2hw_i, output logic wkup_count_reg
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/ascon/pre_dv/ascon_tb/rtl/ascon_tl_ul_stim.sv	473	474		20	7342	tl_d2h_t @ stimuli/sv/subs/opentitan/hw/ip/tlul/rtl/tlul_pkg.sv	output tl_d2h_t expected_tlul_resonse_o, output tl_h2d_t tlul_stimulus_o,
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/ascon/pre_dv/ascon_tb/rtl/ascon_tl_ul_stim_pkg.sv	285	286		12	1396	tl_h2d_t @ stimuli/sv/subs/opentitan/hw/ip/tlul/rtl/tlul_pkg.sv	automatic tl_h2d_t put_full_data (logic [31:0] data, logic [7:0] address);
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/ascon/rtl/ascon_core.sv	647	648		29	23530	ascon_reg2hw_t @ stimuli/sv/subs/opentitan/hw/ip/ascon/rtl/ascon_reg_pkg.sv	put ascon_reg2hw_t reg2hw, output ascon_hw2reg_t hw2reg, output prim_mubi_
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/csrng/rtl/csrng_block_encrypt.sv	611	617		20	3771	csrng_key_v_t @ stimuli/sv/subs/opentitan/hw/ip/csrng/rtl/csrng_pkg.sv	csrng_key_v_t req_data_i, // Response to ctr_drbg output logic
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/entropy_src/dv/cov/entropy_src_fsm_cov_if.sv	461	462		14	903	state_e @ stimuli/sv/subs/opentitan/hw/vendor/pulp_riscv_dbg/src/dmi_jtag.sv	_i, input state_e state_i, input state_e state_o ); state_e next_state, c
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/lc_ctrl/rtl/lc_ctrl_state_decode.sv	423	432		13	7440	lc_state_e @ stimuli/sv/subs/opentitan/hw/ip/lc_ctrl/rtl/lc_ctrl_state_pkg.sv	lc_state_e lc_state_i, input lc_cnt_e lc_cnt_i, input l
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/lc_ctrl/rtl/lc_ctrl_state_transition.sv	522	531		15	10365	lc_state_e @ stimuli/sv/subs/opentitan/hw/ip/lc_ctrl/rtl/lc_ctrl_state_pkg.sv	lc_state_e lc_state_i, input lc_cnt_e lc_cnt_i, // Main
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/otbn/dv/verilator/otbn_mock_edn.sv	541	542		21	2088	edn_req_t @ stimuli/sv/subs/opentitan/hw/ip/edn/rtl/edn_pkg.sv	input edn_req_t edn_req_i, output edn_rsp_t edn_rsp_o, output [Width-1:
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/otbn/dv/verilator/otbn_mock_edn_bivium.sv	535	536		16	1429	edn_req_t @ stimuli/sv/subs/opentitan/hw/ip/edn/rtl/edn_pkg.sv	input edn_req_t edn_req_i, output edn_rsp_t edn_rsp_o ); int idx_q;
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/otbn/pre_sca/rtl/otbn_mask_accelerator_sca_wrapper.sv	1028	1053		25	3338	mask_op_e @ stimuli/sv/subs/opentitan/hw/ip/otbn/rtl/otbn_pkg.sv	mask_op_i, // All SecAddVecSize elements presented at onc
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/otbn/pre_sca/rtl/otbn_mask_accelerator_sca_wrapper_prolead.sv	823	848		24	2221	mask_op_e @ stimuli/sv/subs/opentitan/hw/ip/otbn/rtl/otbn_pkg.sv	mask_op_i, // share0_i = {b_share0, a_share0} input lo
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/otbn/rtl/otbn_mod_result_selector.sv	3632	3643		82	5524	alu_elen_e @ stimuli/sv/subs/opentitan/hw/ip/otbn/rtl/otbn_pkg.sv	lu_elen_e elen_i, output logic [VLEN-1:0] result_o, output log
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/pattgen/rtl/pattgen_chan.sv	326	328		10	6909	pattgen_chan_ctrl_t @ stimuli/sv/subs/opentitan/hw/ip/pattgen/rtl/pattgen_ctrl_pkg.sv	attgen_chan_ctrl_t ctrl_i, output logic pda_o, output logic
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/pattgen/rtl/pattgen_core.sv	383	384		13	3502	pattgen_reg2hw_t @ stimuli/sv/subs/opentitan/hw/ip/pattgen/rtl/pattgen_reg_pkg.sv	t pattgen_reg2hw_t reg2hw, output pattgen_hw2reg_t hw2reg, output logic
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/prim/fpv/tb/prim_alert_rxtx_async_fatal_tb.sv	870	871		29	3571	mubi4_t @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_mubi_pkg.sv	i, input mubi4_t init_trig_i, input ping_req_i, output logic a
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/prim/fpv/tb/prim_alert_rxtx_async_tb.sv	838	839		29	3522	mubi4_t @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_mubi_pkg.sv	i, input mubi4_t init_trig_i, input ping_req_i, output logic alert
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/prim/fpv/tb/prim_alert_rxtx_fatal_tb.sv	745	746		26	2144	mubi4_t @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_mubi_pkg.sv	i, input mubi4_t init_trig_i, input ping_req_i, output logic alert
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/prim/fpv/tb/prim_alert_rxtx_tb.sv	739	740		26	2094	mubi4_t @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_mubi_pkg.sv	i, input mubi4_t init_trig_i, input ping_req_i, output logic alert
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/prim/pre_dv/prim_ascon/prim_ascon_duplex_tb/rtl/prim_ascon_duplex_tb.sv	730	731		26	12069	duplex_op_e @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_ascon_pkg.sv	rameter duplex_op_e OPERATION = ASCON_ENC; parameter duplex_variant_e VARIANT
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/prim/rtl/prim_lc_dec.sv	312	313		11	802	lc_tx_t @ stimuli/sv/subs/opentitan/hw/ip/lc_ctrl/rtl/lc_ctrl_pkg.sv	( input lc_tx_t lc_en_i, output logic lc_en_dec_o ); logic [lc_ctrl_pkg
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/prim/rtl/prim_racl_error_arb.sv	354	355		12	2476	racl_error_log_t @ stimuli/sv/subs/opentitan/hw/top_darjeeling/rtl/autogen/top_racl_pkg.sv	t racl_error_log_t error_log_i[N], output racl_error_log_t error_log_o ); /
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/prim/rtl/prim_sha2_32.sv	431	432		15	11566	sha_word32_t @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_sha2_pkg.sv	input sha_word32_t wipe_v_i, // Control signals and message words input to th
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/prim/rtl/prim_subreg.sv	344	348		11	1838	sw_access_e @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_subreg_pkg.sv	eter sw_access_e SwAccess = SwAccessRW, parameter logic [DW-1:0] RESVAL =
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/prim/rtl/prim_subreg_arb.sv	389	390		11	8993	sw_access_e @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_subreg_pkg.sv	rameter sw_access_e SwAccess = SwAccessRW, parameter bit Mubi = 1'
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/rom_ctrl/dv/formal/tb.sv	393	394		14	1228	rom_cfg_req_t @ stimuli/sv/subs/opentitan/hw/ip/prim_generic/rtl/prim_rom_pkg.sv	nput rom_cfg_req_t rom_cfg_req_i, input tlul_pkg::tl_h2d_t rom_tl_i, outp
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/rom_ctrl/rtl/rom_ctrl_mux.sv	628	637		21	4155	mubi4_t @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_mubi_pkg.sv	put mubi4_t sel_bus_i, // Interface for bus input logic [AW-1:0] b
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/rram_ctrl/rtl/rram_ctrl_pkg.sv	7351	7352		211	14759	rram_ctrl_reg2hw_mp_region_mreg_t @ stimuli/sv/subs/opentitan/hw/ip/rram_ctrl/rtl/rram_ctrl_reg_pkg.sv	hw_mp_region_mreg_t sw_region_t; typedef rram_ctrl_reg2hw_mp_region_cfg_mreg_t
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/rram_ctrl/rtl/rram_ctrl_region_cfg.sv	852	860		26	6596	sw_region_t @ stimuli/sv/subs/opentitan/hw/ip/rram_ctrl/rtl/rram_ctrl_pkg.sv	Regions-1:0] region_i, input sw_region_cfg_t [MpRegions-1:0] region_
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/rram_ctrl/rtl/rram_phy.sv	526	527		15	14298	rram_key_t @ stimuli/sv/subs/opentitan/hw/ip/rram_ctrl/rtl/rram_ctrl_pkg.sv	arameter rram_key_t RndCnstAddrKey = RndCnstAddrKeyDefault, parameter rram_key
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/rram_ctrl/rtl/rram_scramble.sv	505	506		13	8222	rram_key_t @ stimuli/sv/subs/opentitan/hw/ip/rram_ctrl/rtl/rram_ctrl_pkg.sv	arameter rram_key_t RndCnstAddrKey = RndCnstAddrKeyDefault, parameter rram_key
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/spi_device/pre_dv/program/prog_passthrough_host.sv	336	337		16	13084	spi_data_t @ stimuli/sv/subs/opentitan/hw/ip/spi_device/pre_dv/tb/spid_common.sv	spi_data_t [2:0] status; spi_data_t jedec_id; logic [15:0] device_id;
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/spi_device/pre_dv/tb/spid_common.sv	2341	2342		87	33703	cmd_info_t @ stimuli/sv/subs/opentitan/hw/ip/spi_device/rtl/spi_device_pkg.sv	umTotalCmdInfo-1:0] CmdInfo = { // 27: WRDI '{ valid: 1
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/spi_device/pre_dv/tb/spid_status_tb.sv	2004	2005		96	6523	spi_data_t @ stimuli/sv/subs/opentitan/hw/ip/spi_device/pre_dv/tb/spid_common.sv	t(); spi_data_t data; // Initial config spi_mode = FlashMode;
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/spi_device/rtl/spid_dpram.sv	707	708		18	9652	sram_type_e @ stimuli/sv/subs/opentitan/hw/ip/spi_device/rtl/spi_device_pkg.sv	ameter sram_type_e SramType = DefaultSramType, parameter bit EnableECC
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/sysrst_ctrl/rtl/sysrst_ctrl_autoblock.sv	1009	1010		21	2731	sysrst_ctrl_reg2hw_auto_block_debounce_ctl_reg_t @ stimuli/sv/subs/opentitan/hw/ip/sysrst_ctrl/rtl/sysrst_ctrl_reg_pkg.sv	_debounce_ctl_reg_t aon_auto_block_debounce_ctl_i, input sysrst_ctrl_reg2hw_a
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/sysrst_ctrl/rtl/sysrst_ctrl_combo.sv	1099	1126		21	6149	sysrst_ctrl_reg2hw_ec_rst_ctl_reg_t @ stimuli/sv/subs/opentitan/hw/ip/sysrst_ctrl/rtl/sysrst_ctrl_reg_pkg.sv	ec_rst_ctl_i, input sysrst_ctrl_reg2hw_key_intr_debounce_
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/sysrst_ctrl/rtl/sysrst_ctrl_comboact.sv	514	515		20	2927	sysrst_ctrl_reg2hw_ec_rst_ctl_reg_t @ stimuli/sv/subs/opentitan/hw/ip/sysrst_ctrl/rtl/sysrst_ctrl_reg_pkg.sv	hw_ec_rst_ctl_reg_t ec_rst_ctl_i, output combo_intr_pulse_o, output bat_dis
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/sysrst_ctrl/rtl/sysrst_ctrl_intr.sv	587	594		20	6894	sysrst_ctrl_reg2hw_wkup_status_reg_t @ stimuli/sv/subs/opentitan/hw/ip/sysrst_ctrl/rtl/sysrst_ctrl_reg_pkg.sv	_status_reg_t wkup_status_i, input sysrst_ctrl_reg2hw_intr_state_reg_t
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/sysrst_ctrl/rtl/sysrst_ctrl_keyintr.sv	1075	1085		22	3476	sysrst_ctrl_reg2hw_key_intr_ctl_reg_t @ stimuli/sv/subs/opentitan/hw/ip/sysrst_ctrl/rtl/sysrst_ctrl_reg_pkg.sv	_ctl_reg_t key_intr_ctl_i, input sysrst_ctrl_reg2hw_key_intr_debounc
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/sysrst_ctrl/rtl/sysrst_ctrl_pin.sv	924	925		32	4824	sysrst_ctrl_reg2hw_pin_allowed_ctl_reg_t @ stimuli/sv/subs/opentitan/hw/ip/sysrst_ctrl/rtl/sysrst_ctrl_reg_pkg.sv	n_allowed_ctl_reg_t aon_pin_allowed_ctl_i, input sysrst_ctrl_reg2hw_pin_out_ct
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/sysrst_ctrl/rtl/sysrst_ctrl_ulp.sv	536	537		18	3213	sysrst_ctrl_reg2hw_ulp_ac_debounce_ctl_reg_t @ stimuli/sv/subs/opentitan/hw/ip/sysrst_ctrl/rtl/sysrst_ctrl_reg_pkg.sv	_debounce_ctl_reg_t ulp_ac_debounce_ctl_i, input sysrst_ctrl_reg2hw_ulp_lid_de
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip/usbdev/rtl/usbdev_iomux.sv	559	560		17	4759	usbdev_hw2reg_phy_pins_sense_reg_t @ stimuli/sv/subs/opentitan/hw/ip/usbdev/rtl/usbdev_reg_pkg.sv	hy_pins_sense_reg_t hw2reg_sense_o, input usbdev_reg2hw_phy_pins_drive_reg_t
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip_templates/clkmgr/rtl/clkmgr_byp.sv	472	482		17	4044	lc_tx_t @ stimuli/sv/subs/opentitan/hw/ip/lc_ctrl/rtl/lc_ctrl_pkg.sv	t lc_tx_t en_i, input lc_tx_t lc_clk_byp_req_i, output l
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip_templates/clkmgr/rtl/clkmgr_meas_chk.sv	898	899		29	3419	mubi4_t @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_mubi_pkg.sv	_i, input mubi4_t src_cfg_meas_en_i, output logic src_cfg_meas_en_valid_o,
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip_templates/clkmgr/rtl/clkmgr_root_ctrl.sv	351	352		14	851	mubi4_t @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_mubi_pkg.sv	i, input mubi4_t scanmode_i, input async_en_i, output logic en_o, outp
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip_templates/clkmgr/rtl/clkmgr_trans.sv	419	420		17	4405	mubi4_t @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_mubi_pkg.sv	_i, input mubi4_t idle_i, input sw_hint_i, input mubi4_t scanmode_i, out
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip_templates/flash_ctrl/dv/env/flash_ctrl_if.sv	1781	1782		51	2669	flash_ctrl_top_specific_pkg @ stimuli/sv/subs/opentitan/hw/top_englishbreakfast/ip_autogen/flash_ctrl/rtl/flash_ctrl_top_specific_pkg.sv	ks-1:0][NumBuf-1:0] rd_buf; logic [flash_ctrl_top_specific_pkg::NumBanks-1:0]
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip_templates/flash_ctrl/dv/env/flash_ctrl_mem_if.sv	452	453		12	614	flash_part_e @ stimuli/sv/subs/opentitan/hw/top_englishbreakfast/ip_autogen/flash_ctrl/rtl/flash_ctrl_top_specific_pkg.sv	input flash_part_e mem_part, input logic [InfoTypesWidth-1:0] mem_info_sel,
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip_templates/flash_ctrl/dv/env/flash_mem_addr_attrs.sv	292	293		8	2396	addr_t @ stimuli/sv/subs/opentitan/hw/vendor/pulp_riscv_dbg/src/dmi_intf.sv	_attrs; addr_t addr; // Input addr, bus-word aligned. add
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip_templates/flash_ctrl/rtl/flash_ctrl_erase.sv	357	366		11	2389	flash_erase_e @ stimuli/sv/subs/opentitan/hw/top_englishbreakfast/ip_autogen/flash_ctrl/rtl/flash_ctrl_top_specific_pkg.sv	ash_erase_e op_type_i, input [BusAddrW-1:0] op_addr_i, input
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip_templates/flash_ctrl/rtl/flash_ctrl_prog.sv	468	470		16	5574	flash_ctrl_err_t @ stimuli/sv/subs/opentitan/hw/top_englishbreakfast/ip_autogen/flash_ctrl/rtl/flash_ctrl_top_specific_pkg.sv	t flash_ctrl_err_t op_err_o, input [BusAddrW-1:0] op_addr_i, input
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip_templates/flash_ctrl/rtl/flash_phy.sv	802	803		28	14593	flash_req_t @ stimuli/sv/subs/opentitan/hw/top_englishbreakfast/ip_autogen/flash_ctrl/rtl/flash_ctrl_top_specific_pkg.sv	input flash_req_t flash_ctrl_i, output flash_rsp_t flash_ctrl_o, input tlu
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip_templates/flash_ctrl/rtl/flash_phy_scramble.sv	749	750		22	7472	scramble_req_t @ stimuli/sv/subs/opentitan/hw/ip/rram_ctrl/rtl/rram_ctrl_pkg.sv	eq_t [NumBanks-1:0] scramble_req_i, output scramble_rsp_t [NumBanks-1:0] scram
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip_templates/otp_ctrl/rtl/otp_ctrl_token_const.sv	600	604		11	2750	digest_const_array_t @ stimuli/sv/subs/opentitan/hw/top_darjeeling/ip_autogen/otp_ctrl/rtl/otp_ctrl_part_pkg.sv	st_const_array_t RndCnstDigestConst = RndCnstDigestConstDefault, paramet
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/ip_templates/pinmux/rtl/pinmux_wkup.sv	497	517		15	2562	wkup_mode_e @ stimuli/sv/subs/opentitan/hw/top_darjeeling/ip_autogen/pinmux/rtl/pinmux_pkg.sv	wkup_mode_i, input [WkupCntWidth-1:0] wkup_cn
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_darjeeling/dv/autogen/xbar_env_pkg__params.sv	274	275		9	9122	tl_device_t @ stimuli/sv/subs/opentitan/hw/ip/tlul/generic_dv/env/xbar_env_pkg.sv	ory map tl_device_t xbar_devices[$] = '{ '{"rv_dm__regs", '{ '{32'h2
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_darjeeling/dv/env/autogen/chip_env_pkg__params.sv	212	213		7	2363	uint @ stimuli/sv/subs/opentitan/hw/dv/sv/dv_utils/dv_utils_pkg.sv	.py parameter uint NUM_ALERTS = 77; parameter string LIST_OF_ALERTS[NUM_ALERTS]
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_darjeeling/dv/env/mbx_if.sv	973	974		24	1352	chip_common_pkg @ stimuli/sv/subs/opentitan/hw/top_darjeeling/dv/env/chip_common_pkg.sv	_pkg::NUM_MBXS-1:0] interrupts; // Internal Signals // wire tlul_pkg::tl_h2
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_darjeeling/ip/xbar_dbg/dv/autogen/xbar_env_pkg__params.sv	273	274		9	759	tl_device_t @ stimuli/sv/subs/opentitan/hw/ip/tlul/generic_dv/env/xbar_env_pkg.sv	ory map tl_device_t xbar_devices[$] = '{ '{"rv_dm__dbg", '{ '{32'h00
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_darjeeling/ip/xbar_main/dv/autogen/xbar_env_pkg__params.sv	273	274		9	5515	tl_device_t @ stimuli/sv/subs/opentitan/hw/ip/tlul/generic_dv/env/xbar_env_pkg.sv	ory map tl_device_t xbar_devices[$] = '{ '{"rv_dm__regs", '{ '{32'h2
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_darjeeling/ip/xbar_mbx/dv/autogen/xbar_env_pkg__params.sv	273	274		9	1378	tl_device_t @ stimuli/sv/subs/opentitan/hw/ip/tlul/generic_dv/env/xbar_env_pkg.sv	ory map tl_device_t xbar_devices[$] = '{ '{"mbx0__soc", '{ '{32'h014
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_darjeeling/ip/xbar_peri/dv/autogen/xbar_env_pkg__params.sv	273	274		9	2147	tl_device_t @ stimuli/sv/subs/opentitan/hw/ip/tlul/generic_dv/env/xbar_env_pkg.sv	ory map tl_device_t xbar_devices[$] = '{ '{"uart0", '{ '{32'h3001000
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_darjeeling/ip_autogen/alert_handler/fpv/tb/alert_handler_esc_timer_tb.sv	838	839		25	1245	cstate_e @ stimuli/sv/subs/opentitan/hw/top_darjeeling/ip_autogen/alert_handler/rtl/alert_handler_pkg.sv	, output cstate_e esc_state_o ); alert_handler_esc_timer i_alert_handler_es
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_darjeeling/ip_autogen/alert_handler/rtl/alert_handler_reg_wrap.sv	737	742		18	16924	alert_crashdump_t @ stimuli/sv/subs/opentitan/hw/top_darjeeling/ip_autogen/alert_handler/rtl/alert_handler_pkg.sv	ert_crashdump_t crashdump_o, // hw2reg input hw2reg_wrap_t hw2r
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_darjeeling/ip_autogen/clkmgr/rtl/clkmgr_byp.sv	472	482		17	4044	lc_tx_t @ stimuli/sv/subs/opentitan/hw/ip/lc_ctrl/rtl/lc_ctrl_pkg.sv	t lc_tx_t en_i, input lc_tx_t lc_clk_byp_req_i, output l
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_darjeeling/ip_autogen/clkmgr/rtl/clkmgr_meas_chk.sv	898	899		29	3419	mubi4_t @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_mubi_pkg.sv	_i, input mubi4_t src_cfg_meas_en_i, output logic src_cfg_meas_en_valid_o,
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_darjeeling/ip_autogen/clkmgr/rtl/clkmgr_root_ctrl.sv	351	352		14	851	mubi4_t @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_mubi_pkg.sv	i, input mubi4_t scanmode_i, input async_en_i, output logic en_o, outp
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_darjeeling/ip_autogen/clkmgr/rtl/clkmgr_trans.sv	419	420		17	4405	mubi4_t @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_mubi_pkg.sv	_i, input mubi4_t idle_i, input sw_hint_i, input mubi4_t scanmode_i, out
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_darjeeling/ip_autogen/otp_ctrl/rtl/otp_ctrl_part_pkg.sv	15643	15644		535	29454	otp_ctrl_core_hw2reg_t @ stimuli/sv/subs/opentitan/hw/top_darjeeling/ip_autogen/otp_ctrl/rtl/otp_ctrl_reg_pkg.sv	_ctrl_core_hw2reg_t named_reg_assign( logic [NumPart-1:0][ScrmblBlockWidth
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_darjeeling/ip_autogen/otp_ctrl/rtl/otp_ctrl_token_const.sv	600	604		11	2750	digest_const_array_t @ stimuli/sv/subs/opentitan/hw/top_darjeeling/ip_autogen/otp_ctrl/rtl/otp_ctrl_part_pkg.sv	st_const_array_t RndCnstDigestConst = RndCnstDigestConstDefault, paramet
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_darjeeling/ip_autogen/otp_ctrl/rtl/otp_ctrl_top_specific_pkg.sv	3931	3934		115	4318	sram_key_t @ stimuli/sv/subs/opentitan/hw/ip/otp_ctrl/rtl/otp_ctrl_pkg.sv	{ sram_key_t key; sram_nonce_t nonce; } scrmbl_key_init_t; localp
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_darjeeling/ip_autogen/pinmux/rtl/pinmux_pkg.sv	750	751		19	1685	pad_type_e @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_pad_wrapper_pkg.sv	ed { pad_type_e [NDioPads-1:0] dio_pad_type; pad_type_e [NMioPads-1:0] m
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_darjeeling/ip_autogen/pinmux/rtl/pinmux_wkup.sv	497	517		15	2562	wkup_mode_e @ stimuli/sv/subs/opentitan/hw/top_darjeeling/ip_autogen/pinmux/rtl/pinmux_pkg.sv	wkup_mode_i, input [WkupCntWidth-1:0] wkup_cn
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_darjeeling/ip_autogen/rv_core_ibex/rtl/rv_core_ibex_addr_trans.sv	600	601		17	2802	region_cfg_t @ stimuli/sv/subs/opentitan/hw/ip/rv_core_ibex/rtl/rv_core_ibex_pkg.sv	_t [NumRegions-1:0] region_cfg_i, input logic [AddrWidth-1:0] addr_i, output
NO-ALTERABLE-TICK	FACT-GATED-CROSS-FILE	opentitan	hw/top_darjeeling/rtl/autogen/chip_darjeeling_asic.sv	13665	13666		306	79023	pad_attr_t @ stimuli/sv/subs/opentitan/hw/ip/prim/rtl/prim_pad_wrapper_pkg.sv	_pkg::NMioPads-1:0] mio_attr; pad_attr_t [pinmux_reg_pkg::NDioPads-1:0] dio_at
